,date,time,type,group-sku,sku,description,quantity,order city,order state,order postal,product sales,selling fees,fba fees,landing cost
73,2019-05-12,4:16:27 AM PDT,Adjustment,KEL-GEL15GM,KEL-GEL15GM,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,16.26
74,2019-05-15,11:50:35 PM PDT,Adjustment,KEL-GEL15GM,KEL-GEL15GM,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,16.26
75,2019-05-16,12:55:40 AM PDT,Adjustment,,LUX-NEO120B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,18.31
76,2019-05-16,1:33:37 AM PDT,Adjustment,KEL-GEL15GM,KEL-GEL15GM,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,16.26
77,2019-05-16,1:54:47 AM PDT,Adjustment,KEL-GEL15GM,KEL-GEL15GM,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,16.26
78,2019-05-16,2:45:13 AM PDT,Adjustment,KEL-GEL15GM,KEL-GEL15GM,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,16.26
79,2019-05-17,4:31:13 AM PDT,Adjustment,,PRK-12-08,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,2.02
80,2019-05-17,2:20:40 PM PDT,Adjustment,KEL-GEL15GM,KEL-GEL15GM,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,16.26
81,2019-05-19,11:11:33 PM PDT,Adjustment,,PRK-12-08(X2),FBA Inventory Reimbursement - Damaged:Warehouse,1.0,,,,0.0,-0.0,-0.0,4.04
82,2019-05-20,3:04:00 AM PDT,Adjustment,,PRK-12-08(X3),FBA Inventory Reimbursement - Damaged:Warehouse,1.0,,,,0.0,-0.0,-0.0,6.06
83,2019-05-21,12:04:29 AM PDT,Adjustment,PRK-12-02,PRK-12-02(A),FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,1.06
84,2019-05-21,4:29:42 AM PDT,Adjustment,3MM-R1547,3MM-R1547,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,13.37
85,2019-05-22,1:57:14 AM PDT,Adjustment,,PRK-12-08(X2),FBA Inventory Reimbursement - Damaged:Warehouse,1.0,,,,0.0,-0.0,-0.0,4.04
86,2019-05-22,6:31:51 AM PDT,Adjustment,,LUX-NEO320B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,27.4
87,2019-05-22,9:17:38 AM PDT,Adjustment,,LUX-NEO250B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,27.21
88,2019-05-26,2:14:32 AM PDT,Adjustment,,PRK-12-08(X2),FBA Inventory Reimbursement - Damaged:Warehouse,1.0,,,,0.0,-0.0,-0.0,4.04
89,2019-05-26,3:59:21 AM PDT,Adjustment,,PRK-03-08(X2),FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,3.44
90,2019-05-26,4:31:03 AM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,14.65
91,2019-05-27,2:42:58 AM PDT,Adjustment,,LUX-NEO320B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,27.4
92,2019-05-28,2:42:14 AM PDT,Adjustment,KEL-GEL15GM,KEL-GEL15GM,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,16.26
93,2019-05-28,9:01:03 AM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,14.65
94,2019-05-29,4:46:56 AM PDT,Adjustment,,LUX-NEO320B,FBA Inventory Reimbursement - Damaged:Warehouse,1.0,,,,0.0,-0.0,-0.0,27.4
95,2019-05-29,10:36:21 PM PDT,Adjustment,,PRK-12-08(X2),FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,4.04
96,2019-05-30,1:48:46 AM PDT,Adjustment,,PRK-12-08(X2),FBA Inventory Reimbursement - Damaged:Warehouse,1.0,,,,0.0,-0.0,-0.0,4.04
97,2019-05-30,7:30:37 AM PDT,Adjustment,,LUX-NEO320B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,27.4
98,2019-05-30,8:10:18 AM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,14.65
99,2019-06-01,2:27:22 AM PDT,Adjustment,,LUX-NEO320B,FBA Inventory Reimbursement - Damaged:Warehouse,1.0,,,,0.0,-0.0,-0.0,27.4
100,2019-06-02,2:47:59 AM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,14.65
101,2019-06-02,3:40:20 AM PDT,Adjustment,,PRK-12-08(X2),FBA Inventory Reimbursement - Damaged:Warehouse,2.0,,,,0.0,-0.0,-0.0,8.08
102,2019-06-04,1:57:46 AM PDT,Adjustment,,LUX-NEO185B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,24.03
103,2019-06-05,2:49:35 AM PDT,Adjustment,,LUX-NEO320B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,27.4
104,2019-06-07,2:13:38 AM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,14.65
105,2019-06-07,2:44:47 AM PDT,Adjustment,MOL-295300,MOL-295300,FBA Inventory Reimbursement - Damaged:Warehouse,1.0,,,,0.0,-0.0,-0.0,10.32
106,2019-06-11,4:20:52 AM PDT,Adjustment,,LUX-NEO185B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,24.03
107,2019-06-11,6:08:13 AM PDT,Adjustment,,LUX-NEO185B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,24.03
108,2019-06-12,3:56:42 AM PDT,Adjustment,,LUX-NEO320B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,27.4
109,2019-06-12,4:41:03 AM PDT,Adjustment,,LUX-NEO110W,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,14.65
110,2019-06-13,3:59:38 AM PDT,Adjustment,,LUX-NEO120B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,18.31
111,2019-06-14,3:44:08 AM PDT,Adjustment,,LUX-NEO120B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,18.31
112,2019-06-16,4:47:25 AM PDT,Adjustment,3MM-R1547(10),3MM-R1547(10),FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,2.67
113,2019-06-21,3:38:08 AM PDT,Adjustment,,LUX-NEO120B,FBA Inventory Reimbursement - Damaged:Warehouse,1.0,,,,0.0,-0.0,-0.0,18.31
114,2019-06-21,4:58:52 AM PDT,Adjustment,,PRK-12-08(X2),FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,4.04
115,2019-06-27,3:20:58 PM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Lost:Inbound,82.0,,,,0.0,-0.0,-0.0,1201.3
116,2019-06-27,3:20:58 PM PDT,Adjustment,,LUX-NEO120B,FBA Inventory Reimbursement - Lost:Inbound,1.0,,,,0.0,-0.0,-0.0,18.31
117,2019-06-28,2:29:36 AM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,14.65
118,2019-06-28,3:13:00 AM PDT,Adjustment,3MM-1626W,3MM-1626W,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,9.82
119,2019-06-28,6:39:12 AM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,14.65
120,2019-06-28,3:19:42 PM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Lost:Inbound,4.0,,,,0.0,-0.0,-0.0,58.6
121,2019-06-28,5:09:09 PM PDT,Adjustment,,PRK-12-08(A),FBA Inventory Reimbursement - Lost:Inbound,2.0,,,,0.0,-0.0,-0.0,0.0
122,2019-06-28,5:09:09 PM PDT,Adjustment,MOL-295300,MOL-295300,FBA Inventory Reimbursement - Lost:Inbound,12.0,,,,0.0,-0.0,-0.0,123.84
123,2019-06-29,5:34:37 AM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,14.65
124,2019-07-02,2:52:35 PM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Return Adjustment,1.0,,,,0.0,-0.0,-0.0,14.65
125,2019-07-04,2:47:04 AM PDT,Adjustment,,OMR-BP710N(B),FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,0.0
126,2019-07-05,1:43:46 AM PDT,Adjustment,,PRK-12-08(X2),FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,4.04
127,2019-07-05,2:52:27 AM PDT,Adjustment,MOL-295300,MOL-295300,FBA Inventory Reimbursement - Damaged:Warehouse,1.0,,,,0.0,-0.0,-0.0,10.32
128,2019-07-06,5:09:07 AM PDT,Adjustment,3MM-1624W,3MM-1624W,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,9.0
129,2019-07-08,6:17:49 AM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,14.65
130,2019-07-13,8:59:35 PM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Return Adjustment,1.0,,,,0.0,-0.0,-0.0,14.65
131,2019-07-14,3:46:19 AM PDT,Adjustment,3MM-1624W,3MM-1624W,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,9.0
132,2019-07-16,4:04:57 AM PDT,Adjustment,3MM-R1547(10),3MM-R1547(10),FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,2.67
133,2019-07-16,7:26:09 AM PDT,Adjustment,,LUX-NEO180B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,24.03
134,2019-07-19,3:16:52 AM PDT,Adjustment,,PRK-12-08(X2),FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,4.04
135,2019-07-19,3:18:00 AM PDT,Adjustment,,LUX-NEO180W,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,24.03
136,2019-07-22,3:47:53 AM PDT,Adjustment,,3MM-1527-1(B),FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,
137,2019-07-29,2:14:50 AM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,14.65
138,2019-08-03,4:37:32 AM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,14.65
139,2019-08-03,5:36:24 AM PDT,Adjustment,,LUX-NEO320B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,27.4
140,2019-08-03,7:32:00 AM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,14.65
141,2019-08-04,1:43:49 AM PDT,Adjustment,KEL-GEL15GM,KEL-GEL15GM,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,16.26
142,2019-08-04,3:55:14 AM PDT,Adjustment,KEL-GEL15GM,KEL-GEL15GM,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,16.26
143,2019-08-05,6:34:02 AM PDT,Adjustment,MOL-295300,MOL-295300,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,10.32
144,2019-08-07,7:05:37 AM PDT,Adjustment,3MM-1626W,3MM-1626W,FBA Inventory Reimbursement - Damaged:Warehouse,1.0,,,,0.0,-0.0,-0.0,9.82
145,2019-08-10,9:13:56 AM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,14.65
146,2019-08-13,5:30:37 AM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,14.65
147,2019-08-13,7:16:59 AM PDT,Adjustment,3MM-1624W,3MM-1624W,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,9.0
148,2019-08-15,4:02:58 AM PDT,Adjustment,,OMR-BP785N(B),FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,0.0
149,2019-08-18,6:24:49 AM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,14.65
150,2019-08-21,2:25:55 AM PDT,Adjustment,3MM-R1547(10),3MM-R1547(10),FBA Inventory Reimbursement - Damaged:Warehouse,1.0,,,,0.0,-0.0,-0.0,2.67
151,2019-08-29,5:17:52 AM PDT,Adjustment,3MM-1624W,3MM-1624W,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,9.0
152,2019-09-02,3:44:10 AM PDT,Adjustment,KEL-GEL15GM,KEL-GEL15GM,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,16.26
153,2019-09-02,7:12:09 AM PDT,Adjustment,KEL-GEL15GM,KEL-GEL15GM,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,16.26
154,2019-09-04,5:47:36 AM PDT,Adjustment,3MM-R1547(10),3MM-R1547(10),FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,2.67
155,2019-09-08,12:43:15 AM PDT,Adjustment,,OMR-BP652,FBA Inventory Reimbursement - Damaged:Warehouse,1.0,,,,0.0,-0.0,-0.0,42.7
156,2019-09-13,12:40:42 PM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Return Adjustment,1.0,,,,0.0,-0.0,-0.0,14.65
157,2019-09-13,1:12:50 PM PDT,Adjustment,,LUX-NEO110B,FBA Inventory Reimbursement - Lost:Outbound,4.0,,,,0.0,-0.0,-0.0,58.6
158,2019-09-13,1:18:25 PM PDT,Adjustment,,LUX-NEO120B,FBA Inventory Reimbursement - Lost:Outbound,1.0,,,,0.0,-0.0,-0.0,18.31
159,2019-09-16,12:34:05 PM PDT,Adjustment,,OMR-BP742N,FBA Inventory Reimbursement - Lost:Outbound,1.0,,,,0.0,-0.0,-0.0,29.15
160,2019-09-26,7:20:11 AM PDT,Adjustment,,OMR-BP652,FBA Inventory Reimbursement - Customer Return,1.0,,,,0.0,-0.0,-0.0,42.7
