"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in CAD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks and shipping holdbacks."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfillment","order city","order state","order postal","product sales","shipping credits","gift wrap credits","promotional rebates","sales tax collected","selling fees","fba fees","other transaction fees","other","total"
"2018-04-26 10:38:23 PM PDT","10390456171","Order","702-1762293-2200223","MOP-3047_JPA-IP6-BLU","mophie juice pack Air Battery Case for Apple iPhone 6 / iPhone 6s - Blue","1","amazon.ca","Amazon","burlington","Ontario","L7L 0B2","47.50","0","0","0","6.18","-3.80","-6.78","-0.18","0","42.92"
"2018-04-26 10:39:43 PM PDT","10390456171","Order","702-9669105-1574634","REV-21660307-2","Revitabrow Eyebrow Conditioner 3ml","1","amazon.ca","Amazon","Mississauga","Ontario","L5M 0S3","91.26","5.90","0","-5.90","11.86","-13.69","-6.33","-0.34","0","82.76"
"2018-04-27 12:25:07 AM PDT","10390456171","Order","701-3344141-1651458","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Surrey","British Columbia","V4N 5X9","35.00","6.99","0","-6.99","1.75","-5.25","-5.88","-0.05","0","25.57"
"2018-04-27 7:04:37 AM PDT","10390456171","Order","702-4990066-5775424","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Rimouski","Quebec","G5L 7G1","35.00","5.90","0","-5.90","1.75","-5.25","-6.33","-0.05","0","25.12"
"2018-04-27 9:08:15 AM PDT","10390456171","Order","702-2429053-1456234","MCR-1577","Xbox One Media Remote","1","amazon.ca","Amazon","Calgary","Alberta","T2Z 0X7","46.48","0","0","0","2.32","-7.97","-5.59","-0.07","0","35.17"
"2018-04-27 9:24:14 AM PDT","10390456171","Order","702-1304451-1980239","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Montreal","Quebec","H2G 2M7","35.00","3.27","0","-3.27","1.75","-5.25","-6.33","-0.05","0","25.12"
"2018-04-27 11:40:18 AM PDT","10390456171","Order","702-4191457-2537840","3MM-2862","3M Medipore H Soft Cloth Surgical Tape - 2"" wide - 1 Roll","1","amazon.ca","Amazon","Oakville","Ontario","L6M 4C9","14.55","1.78","0","-1.78","1.89","-2.18","-6.33","-0.05","0","7.88"
"2018-04-27 11:40:39 AM PDT","10390456171","Order","701-9139675-0392269","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Mississauga","Ontario","L5H 3S5","35.00","6.99","0","-6.99","4.55","-5.25","-6.33","-0.13","0","27.84"
"2018-04-27 11:44:07 AM PDT","10390456171","Order","701-5022140-2697817","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Upper Tantallon","NS","B3Z 1N3","35.00","0","0","0","5.25","-5.25","-6.33","-0.15","0","28.52"
"2018-04-27 11:51:01 AM PDT","10390456171","Order","701-8436996-1323404","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Mississauga","Ontario","L4Z 2X7","35.00","2.58","0","-2.58","4.55","-5.25","-6.33","-0.13","0","27.84"
"2018-04-27 12:08:39 PM PDT","10390456171","Order","702-9600414-1127437","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Grand Valley","Ontario","L9W 6P2","35.00","0","0","0","4.55","-5.25","-6.33","-0.13","0","27.84"
"2018-04-27 2:31:32 PM PDT","10390456171","Order","702-6970087-8380210","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Surrey","BC","V3W 5R9","35.00","6.99","0","-6.99","1.75","-5.25","-5.88","-0.05","0","25.57"
"2018-04-27 3:19:07 PM PDT","10390456171","Order","701-0121414-5985811","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Kitchener","Ontario","N2R 1S9","35.00","0","0","0","4.55","-5.25","-6.33","-0.13","0","27.84"
"2018-04-27 3:39:43 PM PDT","10390456171","Order","702-2813773-7739437","3MM-1624W","3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)","1","amazon.ca","Amazon","victoria","british columbia","V8Z 4N9","36.04","0","0","0","1.80","-4.32","-6.33","-0.05","0","27.14"
"2018-04-27 5:12:31 PM PDT","10390456171","Order","701-3277956-8026601","3MM-R1547","3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)","1","amazon.ca","Amazon","Richmond Hill","Ontario","L4B 2P7","11.00","4.99","0","-4.99","1.43","-1.65","-3.96","-0.04","0","6.78"
"2018-04-27 5:14:10 PM PDT","10390456171","Order","702-4607587-9134623","3MM-R1547","3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)","1","amazon.ca","Amazon","Oshawa","Ontario","L1G 2S4","11.00","0","0","0","1.43","-1.65","-3.96","-0.04","0","6.78"
"2018-04-27 5:16:30 PM PDT","10390456171","Order","701-7169610-5240225","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Toronto","ON","M9P 3E1","35.00","5.90","0","-5.90","4.55","-5.25","-6.33","-0.13","0","27.84"
"2018-04-27 5:17:06 PM PDT","10390456171","Order","701-7053436-4923445","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Stouffville","Ontario","L4A 0Y6","35.00","4.45","0","0","5.13","-5.25","-11.36","-0.15","0","27.82"
"2018-04-27 5:17:26 PM PDT","10390456171","Order","701-9764802-7487458","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Toronto","Ontario","M3C 4J1","35.00","5.90","0","-5.90","4.55","-5.25","-6.33","-0.13","0","27.84"
"2018-04-27 5:38:49 PM PDT","10390456171","Order","702-9448999-7409853","LFE-77-52565","Lifeproof FRE Series Waterproof Case for iPhone 6/6s, Grind (Dark Grey/Slate Grey/Skyfly Blue) - Retail Packaging","1","amazon.ca","Amazon","Edmonton","Alberta","T6V 1H7","48.00","0","0","0","2.40","-7.68","-4.07","-0.14","0","38.51"
"2018-04-27 5:38:49 PM PDT","10390456171","Order","702-9448999-7409853","LFE-77-52565","Lifeproof FRE Series Waterproof Case for iPhone 6/6s, Grind (Dark Grey/Slate Grey/Skyfly Blue) - Retail Packaging","1","amazon.ca","Amazon","Edmonton","Alberta","T6V 1H7","48.00","0","0","0","2.40","0","-4.07","0","0","46.33"
"2018-04-27 6:01:04 PM PDT","10390456171","Order","701-6611668-3629016","REV-21660307-2","Revitabrow Eyebrow Conditioner 3ml","1","amazon.ca","Amazon","Edmonton","Alberta","T5P 1L2","94.84","0","0","0","4.74","-14.23","-5.88","-0.14","0","79.33"
"2018-04-27 6:30:31 PM PDT","10390456171","Order","702-4047354-0276212","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","UXBRIDGE","ON","L9P 1N5","31.78","3.93","0","-3.93","4.13","-4.77","-6.33","-0.12","0","24.69"
"2018-04-27 6:58:03 PM PDT","10390456171","Order","701-9961495-0790612","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","oakville","Ontario","L6M 0Y9","35.00","2.71","0","-2.71","4.55","-5.25","-6.33","-0.13","0","27.84"
"2018-04-27 9:29:08 PM PDT","10390456171","Order","702-8704061-0115452","3MM-1624W","3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)","1","amazon.ca","Amazon","brampton","Ontario","L6X 4R7","36.04","7.28","0","0","5.64","-4.32","-14.56","-0.16","0","29.92"
"2018-04-27 9:29:16 PM PDT","10390456171","Order","701-8434108-6135433","3MM-R1547","3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)","1","amazon.ca","Amazon","Toronto","Ontario","M6N 2W4","11.00","0","0","0","1.43","-1.65","-3.96","-0.04","0","6.78"
"2018-04-27 10:38:26 PM PDT","10390456171","Order","702-5511431-4601018","LFE-77-52565","Lifeproof FRE Series Waterproof Case for iPhone 6/6s, Grind (Dark Grey/Slate Grey/Skyfly Blue) - Retail Packaging","1","amazon.ca","Amazon","Mississauga","Ontario","L5B 2V2","48.00","2.94","0","-2.94","6.24","-7.68","-4.07","-0.36","0","42.13"
"2018-04-27 10:38:26 PM PDT","10390456171","Order","702-5511431-4601018","LFE-77-52565","Lifeproof FRE Series Waterproof Case for iPhone 6/6s, Grind (Dark Grey/Slate Grey/Skyfly Blue) - Retail Packaging","1","amazon.ca","Amazon","Mississauga","Ontario","L5B 2V2","48.00","2.94","0","-2.94","6.24","0","-4.07","0","0","50.17"
"2018-04-27 10:38:35 PM PDT","10390456171","Order","701-7040586-6244240","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Mississauga","Ontario","L5L 5Y9","35.00","5.90","0","-5.90","4.55","-5.25","-6.33","-0.13","0","27.84"
"2018-04-28 12:22:42 AM PDT","10390456171","Order","701-8099007-0760211","3MM-R1547","3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)","1","amazon.ca","Amazon","Richmond","British Columbia","V7A 3G1","11.00","0","0","0","0.55","-1.65","-3.68","-0.02","0","6.20"
"2018-04-28 12:37:42 AM PDT","10390456171","Order","701-5866274-8841057","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Burnaby","British Columbia","V5J 2E2","35.00","0","0","0","1.75","-5.25","-5.88","-0.05","0","25.57"
"2018-04-28 12:54:13 AM PDT","10390456171","Order","701-7802353-9085841","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Saint-Laurent","Quebec","H4L 5E7","35.00","13.98","0","0","2.45","-5.25","-22.13","-0.07","0","23.98"
"2018-04-28 8:52:33 AM PDT","10390456171","Order","702-4632109-3606633","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Montreal","QC","H3A 0A1","35.00","0","0","0","1.75","-5.25","-6.33","-0.05","0","25.12"
"2018-04-28 9:03:56 AM PDT","10390456171","Order","702-9134524-9913831","MCR-1577","Xbox One Media Remote","1","amazon.ca","Amazon","Bois-Des-Filion","QC","J6Z 4R9","46.48","0","0","0","2.32","-7.97","-5.59","-0.07","0","35.17"
"2018-04-28 9:10:07 AM PDT","10390456171","Refund","701-9943695-7829807","ETL-02578","Eltamd UV Physical SPF 41, 85-Gram","2","amazon.ca","Amazon","Montreal","Quebec","H3W 1V8","-52.50","0","0","0","-2.62","6.30","0","0","0","-48.82"
"2018-04-28 9:58:22 AM PDT","10390456171","Refund","702-3754315-5505832","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Winnipeg","Manitoba","R2R 1W5","-31.80","0","0","0","-1.59","3.82","0","0","0","-29.57"
"2018-04-28 10:05:25 AM PDT","10390456171","Order","702-6151436-6421069","MDL-NON80328","Medline Emesis Bags, Blue, 24 Count","1","amazon.ca","Amazon","Woodbridge","Ontario","L4L 3P7","16.24","0","0","0","2.11","-2.44","-6.78","-0.06","0","9.07"
"2018-04-28 10:25:02 AM PDT","10390456171","Refund","702-1772651-4924259","MBS-15-639-000","Mabis Basal Digital Thermometer to Test Basal Body Temperature (BBT) for Natural Family Planning, White","1","amazon.ca","Amazon","Saint-Jerome","Quebec","J7Y 4K4","-9.50","0","0","0","-0.48","1.14","0","0","0","-8.84"
"2018-04-28 11:17:04 AM PDT","10390456171","Order","702-7044595-8579456","MCR-1577","Xbox One Media Remote","1","amazon.ca","Amazon","Drayton Valley","Alberta","T7A 1G7","46.48","3.99","0","0","2.52","-15.94","-12.35","-0.15","0","24.55"
"2018-04-28 11:17:04 AM PDT","10390456171","Order","702-7044595-8579456","MCR-1577","Xbox One Media Remote","1","amazon.ca","Amazon","Drayton Valley","Alberta","T7A 1G7","46.48","3.99","0","0","2.52","0","-3.33","0","0","49.66"
"2018-04-28 12:58:32 PM PDT","10390456171","Refund","701-0619750-3142660","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","London","Ontario","N6H 4M3","-31.78","0","0","0","-4.13","3.82","0","0","0","-32.09"
"2018-04-28 3:20:59 PM PDT","10390456171","Order","702-0060909-8833869","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","MARKHAM","ONTARIO","L3R 3P9","35.00","0","0","0","4.55","-5.25","-6.33","-0.13","0","27.84"
"2018-04-28 3:21:07 PM PDT","10390456171","Order","702-4571459-7818614","MDL-NON80328","Medline Emesis Bags, Blue, 24 Count","1","amazon.ca","Amazon","Whitby","Ontario","L1R 3H1","17.93","0","0","0","2.33","-2.69","-6.78","-0.07","0","10.72"
"2018-04-28 4:33:10 PM PDT","10390456171","Order","701-1731280-3214633","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Medicine Hat","Alberta","T1A 1V3","35.00","5.90","0","-5.90","1.75","-5.25","-5.88","-0.05","0","25.57"
"2018-04-28 5:21:33 PM PDT","10390456171","Order","702-5859001-7553002","1439","Tubigrip Size G Tubular Bandage 10M Box Natural (32.8ft/10.9yards)","1","amazon.ca","Amazon","Victoria","British Columbia","V9A 2R6","39.89","5.90","0","-5.90","1.99","-4.79","-6.78","-0.06","0","30.25"
"2018-04-28 5:24:04 PM PDT","10390456171","Order","701-6707207-5776230","3MM-R1547","3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)","2","amazon.ca","Amazon","vancouver","bc","V6M 112","22.00","3.20","0","0","1.26","-3.30","-9.67","-0.04","0","13.45"
"2018-04-28 5:29:17 PM PDT","10390456171","Order","702-4514636-0963410","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Surrey","British Columbia","V3S 1E5","35.00","0","0","0","1.75","-5.25","-6.33","-0.05","0","25.12"
"2018-04-28 6:04:31 PM PDT","10390456171","Order","702-0086452-8934678","3MM-1624W","3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)","1","amazon.ca","Amazon","CALGARY","AB","T2Z 3R3","36.04","0","0","0","1.80","-8.64","-3.99","-0.10","0","25.11"
"2018-04-28 6:04:31 PM PDT","10390456171","Order","702-0086452-8934678","3MM-1624W","3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)","1","amazon.ca","Amazon","CALGARY","AB","T2Z 3R3","36.04","0","0","0","1.80","0","-3.99","0","0","33.85"
"2018-04-28 6:48:29 PM PDT","10390456171","Order","701-0593896-1115443","MOP-3047_JPA-IP6-BLU","mophie juice pack Air Battery Case for Apple iPhone 6 / iPhone 6s - Blue","1","amazon.ca","Amazon","Toronto","Ontario","M6H 3E3","47.50","0","0","0","6.18","-3.80","-6.78","-0.18","0","42.92"
"2018-04-28 7:00:52 PM PDT","10390456171","Order","701-9338180-2781064","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Burlington","Ontario","L7L 5P2","35.00","0.38","0","-0.38","4.55","-5.25","-6.33","-0.13","0","27.84"
"2018-04-28 7:03:17 PM PDT","10390456171","Order","702-9510582-4575420","3MM-1624W","3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)","1","amazon.ca","Amazon","Winnipeg","Manitoba","R2L 1H9","36.04","0","0","0","1.80","-4.32","-6.33","-0.05","0","27.14"
"2018-04-28 8:35:18 PM PDT","10390456171","Order","701-2912418-4548230","3MM-1624W","3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)","1","amazon.ca","Amazon","Regina","Saskatchewan","S4X 0E3","36.04","0","0","0","1.80","-4.32","-6.33","-0.05","0","27.14"
"2018-04-28 9:22:23 PM PDT","10390456171","Order","702-0465138-4205058","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Etobicoke","Ontario","M8Y 0B5","35.00","6.99","0","-6.99","4.55","-5.25","-6.33","-0.13","0","27.84"
"2018-04-28 9:25:53 PM PDT","10390456171","Order","701-1600486-2369007","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Gatineau","Québec","J8P 6C1","35.00","13.98","0","0","2.45","-5.25","-22.13","-0.07","0","23.98"
"2018-04-29 12:29:59 AM PDT","10390456171","Order","702-6159742-7783404","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Vancouver","BC","V5N 5B4","35.00","3.26","0","-3.26","1.75","-5.25","-5.88","-0.05","0","25.57"
"2018-04-29 1:02:54 AM PDT","10390456171","Order","701-5313447-7433822","MCR-1577","Xbox One Media Remote","1","amazon.ca","Amazon","Laval","Québec","H7L 5G5","46.48","0.25","0","-0.25","2.32","-7.97","-5.59","-0.07","0","35.17"
"2018-04-29 2:32:38 AM PDT","10390456171","Adjustment","702-1772651-4924259","MBS-15-639-000","FBA Inventory Reimbursement - Customer Return","1","","","","","","0","0","0","0","0","0","0","0","4.11","4.11"
"2018-04-29 4:40:12 AM PDT","10390456171","Adjustment","701-1037147-8465057","PLN-201010","FBA Inventory Reimbursement - Customer Return","1","","","","","","0","0","0","0","0","0","0","0","72.27","72.27"
"2018-04-29 6:20:06 AM PDT","10390456171","Order","702-6205201-9505066","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Toronto","Ontario","M2J 2V2","35.00","6.99","0","-6.99","4.55","-5.25","-6.33","-0.13","0","27.84"
"2018-04-29 7:47:18 AM PDT","10390456171","Order","701-8583883-2228203","MCR-1577","Xbox One Media Remote","1","amazon.ca","Amazon","Boucherville","Québec","J4B5G2","46.48","3.99","0","0","2.52","-7.97","-10.10","-0.07","0","34.85"
"2018-04-29 7:48:55 AM PDT","10390456171","Order","701-1791472-6829809","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Laval","Quebec","H7P 0E6","35.00","0","0","0","1.75","-5.25","-6.33","-0.05","0","25.12"
"2018-04-29 7:49:44 AM PDT","10390456171","Order","702-6516953-1155425","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Dollard-Des-Ormeaux","Quebec","H9G 1X9","35.00","3.27","0","-3.27","1.75","-5.25","-6.33","-0.05","0","25.12"
"2018-04-29 7:59:46 AM PDT","10390456171","Order","701-7263339-4901056","3MM-1624W(10)","3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length x 2.375"" Width, Transparent Pack of 10","1","amazon.ca","Amazon","Pointe-Claire","Quebec","H9R 5M9","6.70","0","0","0","0.34","-1.01","-3.96","-0.01","0","2.06"
"2018-04-29 9:32:25 AM PDT","10390456171","Order","702-4052633-3222642","LFE-77-52565","Lifeproof FRE Series Waterproof Case for iPhone 6/6s, Grind (Dark Grey/Slate Grey/Skyfly Blue) - Retail Packaging","1","amazon.ca","Amazon","Grande Prairie","Alberta","T8X 1K4","48.00","0","0","0","2.40","-3.84","-6.33","-0.07","0","40.16"
"2018-04-29 9:37:20 AM PDT","10390456171","Order","701-0012503-5647464","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","VANCOUVER","BC","V5Z 1E0","35.00","5.90","0","-5.90","1.75","-5.25","-6.33","-0.05","0","25.12"
"2018-04-29 10:11:09 AM PDT","10394708621","Order","701-4316952-9601863","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Toronto","Ontario","M6J 3N4","35.00","0","0","0","4.55","-5.25","-6.33","-0.13","0","27.84"
"2018-04-29 11:03:35 AM PDT","10394708621","Order","701-2834153-1306611","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Sudbury","Ontario","P3B 3Y6","35.00","0","0","0","4.55","-5.25","-6.33","-0.13","0","27.84"
"2018-04-29 11:05:50 AM PDT","10394708621","Order","701-8257684-9082650","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Gatineau","QC","J9J 0N7","35.00","5.90","0","-5.90","1.75","-5.25","-6.33","-0.05","0","25.12"
"2018-04-29 11:38:50 AM PDT","10394708621","Order","701-8930742-6838628","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Toronto","Ontario","M5G 1L7","35.00","0","0","0","4.55","-5.25","-6.33","-0.13","0","27.84"
"2018-04-29 11:43:52 AM PDT","10394708621","Order","701-0931279-2363469","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Toronto","Ontario","M1M 0C8","31.78","2.61","0","-2.61","4.13","-4.77","-6.33","-0.12","0","24.69"
"2018-04-29 11:44:24 AM PDT","10394708621","Order","702-7482733-3053803","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Georgetown","Ontario","L7G 1B3","35.00","2.08","0","-2.08","4.55","-5.25","-6.33","-0.13","0","27.84"
"2018-04-29 12:12:25 PM PDT","10394708621","FBA Inventory Fee","180427I9X","","FBA Removal Order: Return Fee","","Amazon.ca","","","","","0","0","0","0","0","0","0","0","-0.53","-0.53"
"2018-04-29 12:12:25 PM PDT","10394708621","FBA Inventory Fee","180427I9X","","FBA Removal Order: Return Fee","","Amazon.ca","","","","","0","0","0","0","0","0","0","0","-5.09","-5.09"
"2018-04-29 1:01:46 PM PDT","10394708621","Order","701-3454154-3595400","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Qualicum Beach","British Columbia","V9K 1L2","35.00","0","0","0","1.75","-5.25","-5.88","-0.05","0","25.57"
"2018-04-29 2:20:28 PM PDT","10394708621","Order","701-0239102-9149837","MCR-1577","Xbox One Media Remote","1","amazon.ca","Amazon","Mount Forest","Ontario","N0G 2L0","46.48","4.94","0","-4.94","6.04","-7.97","-5.59","-0.18","0","38.78"
"2018-04-29 2:23:54 PM PDT","10394708621","Order","701-4544472-5315403","MDL-NON80328","Medline Emesis Bags, Blue, 24 Count","1","amazon.ca","Amazon","Stratford","Ontario","N5A 5P1","16.24","5.11","0","0","2.77","-2.44","-12.55","-0.08","0","9.05"
"2018-04-29 2:26:40 PM PDT","10394708621","Order","701-3778581-0831442","LFE-77-52565","Lifeproof FRE Series Waterproof Case for iPhone 6/6s, Grind (Dark Grey/Slate Grey/Skyfly Blue) - Retail Packaging","1","amazon.ca","Amazon","Owen Sound","Ontario","N4K 5N7","48.00","3.99","0","0","6.76","-3.84","-10.84","-0.20","0","43.87"
"2018-04-29 2:27:12 PM PDT","10394708621","Order","702-3897161-1188252","MDL-NON80328","Medline Emesis Bags, Blue, 24 Count","1","amazon.ca","Amazon","Delhi","Ontario","N4B 1H5","16.24","3.92","0","-3.92","2.11","-2.44","-6.78","-0.06","0","9.07"
"2018-04-29 2:28:57 PM PDT","10394708621","Order","701-4464376-7292232","3MM-1626W","3M BX/50 DRESSING TEGADERM 10 X 12CM","1","amazon.ca","Amazon","LaSalle","Ontario","N9J 1W6","32.00","3.12","0","0","4.57","-7.68","-11.33","-0.26","0","20.42"
"2018-04-29 2:28:57 PM PDT","10394708621","Order","701-4464376-7292232","3MM-1626W","3M BX/50 DRESSING TEGADERM 10 X 12CM","1","amazon.ca","Amazon","LaSalle","Ontario","N9J 1W6","32.00","3.10","0","0","4.55","0","-4.30","0","0","35.35"
"2018-04-29 2:38:05 PM PDT","10394708621","Order","701-1734847-8243457","3MM-1624W","3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)","1","amazon.ca","Amazon","Mount uniacke","Nova Scotia","B0N 1Z0","36.04","0","0","0","5.41","-4.32","-6.33","-0.16","0","30.64"
"2018-04-29 5:35:27 PM PDT","10394708621","Order","701-0544614-3942627","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Saanichton","BC","V8M 1T5","35.00","5.90","0","-5.90","1.75","-5.25","-6.33","-0.05","0","25.12"
"2018-04-29 5:36:24 PM PDT","10394708621","Order","701-7055354-0625058","LFE-77-52565","Lifeproof FRE Series Waterproof Case for iPhone 6/6s, Grind (Dark Grey/Slate Grey/Skyfly Blue) - Retail Packaging","1","amazon.ca","Amazon","Coquitlam","British Columbia","V3E 3L3","48.00","5.90","0","-5.90","2.40","-3.84","-6.33","-0.07","0","40.16"
"2018-04-29 5:38:27 PM PDT","10394708621","Order","701-9379812-3486663","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Burnaby","BC","V3N1Z7","35.00","2.51","0","-2.51","1.75","-5.25","-6.33","-0.05","0","25.12"
"2018-04-29 5:54:50 PM PDT","10394708621","Order","701-8237683-8022600","3MM-1624W","3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)","1","amazon.ca","Amazon","Calgary","Alberta","T3G 2H1","36.04","0","0","0","1.80","-4.32","-5.88","-0.05","0","27.59"
"2018-04-29 6:19:59 PM PDT","10394708621","Order","702-6480599-7977044","REV-21660307-2","Revitabrow Eyebrow Conditioner 3ml","1","amazon.ca","Amazon","Winnipeg","Manitoba","R3X 0E1","96.21","5.90","0","-5.90","4.81","-14.43","-6.33","-0.14","0","80.12"
"2018-04-29 6:28:04 PM PDT","10394708621","Order","701-2853136-9649023","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Kitimat","BC","V8C 2P9","35.00","0","0","0","1.75","-5.25","-5.88","-0.05","0","25.57"
