"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in CAD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks and shipping holdbacks."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfillment","order city","order state","order postal","product sales","shipping credits","gift wrap credits","promotional rebates","sales tax collected","selling fees","fba fees","other transaction fees","other","total"
"2018-03-08 11:48:00 AM PST","6595291861","Order","701-0955381-7096246","MOP-3047_JPA-IP6-BLU","mophie juice pack Air Battery Case for Apple iPhone 6 / iPhone 6s - Blue","1","amazon.ca","Amazon","Calgary","Alberta","T3A 5J8","53.99","5.90","0","-5.90","2.70","-4.32","-6.78","-0.08","0","45.51"
"2018-03-08 11:54:55 AM PST","6595291861","Order","702-3761469-6180200","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Gravenhurst","Ontario","P1P 1R1","30.99","0","0","0","4.03","-4.65","-6.33","-0.12","0","23.92"
"2018-03-08 11:58:01 AM PST","6595291861","Order","701-6457917-9946666","ETL-02578","Eltamd UV Physical SPF 41, 85-Gram","1","amazon.ca","Amazon","Richmond","BC","V6Y 2E6","26.04","3.92","0","-3.92","1.30","-3.91","-5.88","-0.04","0","17.51"
"2018-03-08 1:07:46 PM PST","6595291861","Order","701-0651195-9424203","LUX-NEO320W","Luxe Bidet Neo 320 - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment (white and white)","1","amazon.ca","Amazon","windsor","Ontario","N9B 2H4","65.90","0","0","0","0","-7.91","-7.23","0","0","50.76"
"2018-03-08 1:10:34 PM PST","6595291861","Order","702-3952143-7298651","LFE-77-52566","Lifeproof FR&#x112; SERIES iPhone 6/6s Waterproof Case (4.7"" Version) - Retail Packaging - BANZAI (COWABUNGA/WAVE CRASH/LONGBOARD)","1","amazon.ca","Amazon","wiarton","Ontario","N0H2T0","47.95","0","0","0","6.23","-3.84","-6.33","-0.18","0","43.83"
"2018-03-08 1:17:25 PM PST","6595291861","Order","701-2983229-9328252","LFE-77-52565","Lifeproof FRE Series Waterproof Case for iPhone 6/6s, Grind (Dark Grey/Slate Grey/Skyfly Blue) - Retail Packaging","1","amazon.ca","Amazon","Howick","Quebec","J0S 1G0","47.95","0","0","0","2.40","-3.84","-6.33","-0.07","0","40.11"
"2018-03-08 1:19:57 PM PST","6595291861","Order","702-5981145-1002623","PRK-01-08","2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2)","1","amazon.ca","Amazon","Trois-Rivieres","Quebec","G8Y 2P9","18.41","2.39","0","-2.39","0.92","-2.76","-6.78","-0.03","0","9.76"
"2018-03-08 1:20:51 PM PST","6595291861","Order","702-4382855-3301052","ETL-02578","Eltamd UV Physical SPF 41, 85-Gram","1","amazon.ca","Amazon","Pierrefonds","Quebec","H8Z3M2","26.04","4.36","0","0","1.52","-3.91","-11.26","-0.04","0","16.71"
"2018-03-08 1:43:57 PM PST","6595291861","Order","702-5051398-2808259","PRK-12-08","Spectra 360 Electrode Gel - Parker Laboratories - 8.5 oz Tube - (Pack of 3)","1","amazon.ca","Amazon","Oshawa","Ontario","L1H 8A5","25.48","0","0","0","3.31","-3.06","-6.78","-0.10","0","18.85"
"2018-03-08 2:18:29 PM PST","6595291861","Order","701-3039997-4692238","LFE-77-52566","Lifeproof FR&#x112; SERIES iPhone 6/6s Waterproof Case (4.7"" Version) - Retail Packaging - BANZAI (COWABUNGA/WAVE CRASH/LONGBOARD)","1","amazon.ca","Amazon","Antigonish","Nova Scotia","B2G 2K9","47.95","0","0","0","7.19","-3.84","-6.33","-0.21","0","44.76"
"2018-03-08 2:18:36 PM PST","6595291861","Order","701-9291461-6352240","LFE-77-52566","Lifeproof FR&#x112; SERIES iPhone 6/6s Waterproof Case (4.7"" Version) - Retail Packaging - BANZAI (COWABUNGA/WAVE CRASH/LONGBOARD)","1","amazon.ca","Amazon","Halifax","Nova Scotia","B3L 2C2","47.95","5.90","0","-5.90","7.19","-3.84","-6.33","-0.21","0","44.76"
"2018-03-08 2:21:05 PM PST","6595291861","Order","701-6127836-9986633","PRK-03-08","2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2)","1","amazon.ca","Amazon","MABOU","NOVA SCOTIA","B0E1X0","14.00","2.74","0","-2.74","2.10","-2.10","-6.78","-0.06","0","7.16"
"2018-03-08 2:36:12 PM PST","6595291861","Order","701-4770159-9011406","LFE-77-52566","Lifeproof FR&#x112; SERIES iPhone 6/6s Waterproof Case (4.7"" Version) - Retail Packaging - BANZAI (COWABUNGA/WAVE CRASH/LONGBOARD)","1","amazon.ca","Amazon","Charlottetown","Prince Edward Island","C1E 1P4","47.95","3.26","0","-3.26","7.19","-3.84","-6.33","-0.21","0","44.76"
"2018-03-08 5:11:18 PM PST","6595291861","Order","701-3625728-0443417","PRK-03-08","2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2)","1","amazon.ca","Amazon","Calgary","Alberta","T2X 1N7","14.00","0","0","0","0.70","-2.10","-6.78","-0.02","0","5.80"
"2018-03-08 5:13:39 PM PST","6595291861","Order","701-1881725-0558654","PRK-12-08","Spectra 360 Electrode Gel - Parker Laboratories - 8.5 oz Tube - (Pack of 3)","1","amazon.ca","Amazon","Aurora","ON","L4G 0E7","25.48","3.93","0","-3.93","3.31","-3.06","-6.78","-0.10","0","18.85"
"2018-03-08 5:15:08 PM PST","6595291861","Order","701-1360819-2973860","PRK-03-08","2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2)","1","amazon.ca","Amazon","Toronto","Ontario","M6C 2W2","14.00","3.27","0","-3.27","1.82","-6.30","-4.75","-0.16","0","4.61"
"2018-03-08 5:15:08 PM PST","6595291861","Order","701-1360819-2973860","PRK-03-08","2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2)","2","amazon.ca","Amazon","Toronto","Ontario","M6C 2W2","28.00","6.53","0","-6.53","3.64","0","-6.56","0","0","25.08"
"2018-03-08 5:15:51 PM PST","6595291861","Order","702-2525727-7317855","LFE-77-52565","Lifeproof FRE Series Waterproof Case for iPhone 6/6s, Grind (Dark Grey/Slate Grey/Skyfly Blue) - Retail Packaging","1","amazon.ca","Amazon","Ajax","Ontario","L1T 4R2","47.95","4.79","0","-4.79","6.23","-3.84","-6.33","-0.18","0","43.83"
"2018-03-08 5:32:09 PM PST","6595291861","Order","702-6137597-3174637","BSN-76168","BSN Medical Leukotape P Sports Tape, 1 1/2 Inch x 15 Yard","1","amazon.ca","Amazon","North Vancouver","BC","V7M 3K2","18.89","0","0","0","0.94","-2.27","-6.33","-0.03","0","11.20"
"2018-03-08 5:32:54 PM PST","6595291861","Order","701-0070103-0042667","BSN-76168","BSN Medical Leukotape P Sports Tape, 1 1/2 Inch x 15 Yard","1","amazon.ca","Amazon","Calgary","Alberta","T2J 0Z5","18.89","1.39","0","0","1.01","-2.27","-7.90","-0.03","0","11.09"
"2018-03-08 5:32:58 PM PST","6595291861","Order","701-7068567-1917837","LFE-77-52565","Lifeproof FRE Series Waterproof Case for iPhone 6/6s, Grind (Dark Grey/Slate Grey/Skyfly Blue) - Retail Packaging","1","amazon.ca","Amazon","Calgary","Alberta","T2Z 0M4","47.95","5.90","0","-5.90","2.40","-3.84","-6.33","-0.07","0","40.11"
"2018-03-08 5:33:02 PM PST","6595291861","Order","702-4352488-2341015","LFE-77-52566","Lifeproof FR&#x112; SERIES iPhone 6/6s Waterproof Case (4.7"" Version) - Retail Packaging - BANZAI (COWABUNGA/WAVE CRASH/LONGBOARD)","1","amazon.ca","Amazon","North Vancouver","British Columbia","V7N 1M2","47.95","0","0","0","2.40","-3.84","-6.33","-0.07","0","40.11"
"2018-03-08 6:23:26 PM PST","6595291861","Order","702-1508729-2486621","LFE-77-52566","Lifeproof FR&#x112; SERIES iPhone 6/6s Waterproof Case (4.7"" Version) - Retail Packaging - BANZAI (COWABUNGA/WAVE CRASH/LONGBOARD)","1","amazon.ca","Amazon","Terrebonne","Quebec","J6W 2G1","47.95","3.92","0","-3.92","2.40","-3.84","-6.33","-0.07","0","40.11"
"2018-03-08 6:30:50 PM PST","6595291861","Order","701-3136216-2701009","PRK-12-08","Spectra 360 Electrode Gel - Parker Laboratories - 8.5 oz Tube - (Pack of 3)","1","amazon.ca","Amazon","Montreal","Quebec","H2B 2P7","25.48","0","0","0","1.27","-3.06","-6.78","-0.04","0","16.87"
"2018-03-08 6:37:28 PM PST","6595291861","Order","702-6739216-1114652","LFE-77-52566","Lifeproof FR&#x112; SERIES iPhone 6/6s Waterproof Case (4.7"" Version) - Retail Packaging - BANZAI (COWABUNGA/WAVE CRASH/LONGBOARD)","1","amazon.ca","Amazon","Gunn","Alberta","T0E 1A0","47.95","5.90","0","-5.90","2.40","-3.84","-5.88","-0.07","0","40.56"
"2018-03-08 7:03:32 PM PST","6595291861","Order","701-0604876-6371440","PRK-03-08","2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2)","1","amazon.ca","Amazon","Ottawa","Ontario","K1R 7G7","14.00","4.10","0","-4.10","1.82","-2.10","-6.78","-0.05","0","6.89"
"2018-03-08 7:03:39 PM PST","6595291861","Order","701-4689054-3711417","3MM-1624W","3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)","1","amazon.ca","Amazon","Toronto","Ontario","M6K 3P9","36.99","1.36","0","-1.36","4.81","-4.44","-6.33","-0.14","0","30.89"
"2018-03-08 7:06:26 PM PST","6595291861","Order","701-6224894-2761801","BSN-76168","BSN Medical Leukotape P Sports Tape, 1 1/2 Inch x 15 Yard","1","amazon.ca","Amazon","Mississauga","Ontario","L5N 2A4","18.51","6.99","0","0","3.32","-2.22","-14.23","-0.10","0","12.27"
"2018-03-08 9:36:02 PM PST","6595291861","Order","701-6805874-5056206","1443","Molnlycke 1443 Tubigrip Multipurpose Tubular Bandage, Size C, 2.75"" Width, Natural, 393.70"" Length","1","amazon.ca","Amazon","Markham","Ontario","L6B 0H9","24.37","3.92","0","-3.92","3.17","-2.92","-6.78","-0.09","0","17.75"
"2018-03-08 9:36:17 PM PST","6595291861","Order","701-4156201-1381814","CON-187955","Convatec Duoderm Extra Thin CGF Dressing, 4 x 4, 10/bx","1","amazon.ca","Amazon","Toronto","Ontario","M5J 2R9","36.50","4.19","0","-4.19","4.75","-5.48","-6.33","-0.14","0","29.30"
"2018-03-08 9:37:07 PM PST","6595291861","Order","701-0346163-8588229","LUX-NEO320W","Luxe Bidet Neo 320 - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment (white and white)","1","amazon.ca","Amazon","Markham","Ontario","L3R 5M5","65.90","0","0","0","0","-7.91","-7.23","0","0","50.76"
"2018-03-08 9:40:22 PM PST","6595291861","Order","701-5296642-9823468","ETL-02578","Eltamd UV Physical SPF 41, 85-Gram","1","amazon.ca","Amazon","Etobicoke","Ontario","M8Z 2Y1","26.22","6.99","0","-6.99","3.41","-3.93","-6.33","-0.10","0","19.27"
"2018-03-08 9:40:37 PM PST","6595291861","Order","701-3440619-6114649","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","toronto","ontario","M5N 1R8","30.99","6.99","0","-6.99","4.03","-4.65","-6.33","-0.12","0","23.92"
"2018-03-08 9:46:43 PM PST","6595291861","Order","702-7263761-4427428","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Scarborough","Ontario","M1J 3P5","30.99","3.67","0","-3.67","4.03","-4.65","-6.33","-0.12","0","23.92"
"2018-03-08 9:51:24 PM PST","6595291861","Order","701-8498417-3902651","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Ottawa","Ontario","K1S 3J6","30.99","0","0","0","4.03","-4.65","-6.33","-0.12","0","23.92"
"2018-03-08 9:52:02 PM PST","6595291861","Order","702-3103602-8560211","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Ottawa","ON","K1M 2C8","30.99","5.55","0","-5.55","4.03","-4.65","-6.33","-0.12","0","23.92"
"2018-03-08 9:52:14 PM PST","6595291861","Order","702-6444457-1306632","PRK-03-08","2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2)","1","amazon.ca","Amazon","Toronto","Ontario","M5J 2L1","14.00","3.27","0","-3.27","1.82","-4.20","-4.52","-0.11","0","6.99"
"2018-03-08 9:52:14 PM PST","6595291861","Order","702-6444457-1306632","PRK-03-08","2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2)","1","amazon.ca","Amazon","Toronto","Ontario","M5J 2L1","14.00","3.26","0","-3.26","1.82","0","-4.52","0","0","11.30"
"2018-03-08 10:00:29 PM PST","6595291861","Order","702-8090877-2017824","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Kanata","Ontario","K2K 2A9","30.99","0","0","0","4.03","-4.65","-6.33","-0.12","0","23.92"
"2018-03-08 10:25:39 PM PST","6595291861","Order","701-5703221-2416209","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Stoney Creek","Ontario","L8E5N5","31.00","3.93","0","-3.93","4.03","-4.65","-6.33","-0.12","0","23.93"
"2018-03-08 10:41:47 PM PST","6595291861","Order","701-7541969-2985063","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Burlington","Ontario","L7N 3M6","30.99","0","0","0","4.03","-4.65","-6.33","-0.12","0","23.92"
"2018-03-09 1:21:01 AM PST","6595291861","Order","702-6408578-0125862","ETL-02578","Eltamd UV Physical SPF 41, 85-Gram","1","amazon.ca","Amazon","Etobicoke","Ontario","M8Z 3B4","26.22","6.99","0","-6.99","3.41","-3.93","-6.33","-0.10","0","19.27"
"2018-03-09 6:08:38 AM PST","6595291861","Order","702-7648277-9386607","PLN-201010","Plantronics Voyager Edge Bluetooth Headset Black (20101003)","1","amazon.ca","Amazon","Toronto","Ontario","M3N 2B2","85.44","6.99","0","-6.99","11.11","-6.84","-6.33","-0.32","0","83.06"
"2018-03-09 6:08:57 AM PST","6595291861","Order","701-5579161-7323436","3MM-1624W#","3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)","1","amazon.ca","Amazon","Toronto","Ontario","M4L 2X1","25.99","6.99","0","-6.99","3.38","-3.12","-6.33","-0.10","0","19.82"
"2018-03-09 6:20:06 AM PST","6595291861","Order","701-3137898-3841863","ETL-02578","Eltamd UV Physical SPF 41, 85-Gram","1","amazon.ca","Amazon","Toronto","Ontario","M5R 1V7","26.22","2.03","0","-2.03","3.41","-3.93","-6.33","-0.10","0","19.27"
"2018-03-09 7:13:12 AM PST","6595291861","Order","702-3088147-3176228","BSN-76168","BSN Medical Leukotape P Sports Tape, 1 1/2 Inch x 15 Yard","1","amazon.ca","Amazon","Kingston","Ontario","K7L 4V3","18.89","0","0","0","2.46","-2.27","-6.33","-0.07","0","12.68"
"2018-03-09 7:15:44 AM PST","6595291861","Order","701-0757670-5118624","PLN-201010","Plantronics Voyager Edge Bluetooth Headset Black (20101003)","6","amazon.ca","Amazon","Delta","British Columbia","V3M 5R6","512.64","0","0","0","25.62","-41.04","-16.73","-0.74","0","479.75"
"2018-03-09 8:18:58 AM PST","6595291861","Refund","701-0397162-0705016","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Ottawa","Ontario","K1N 0B7","-31.00","-3.93","0","3.93","-4.03","3.72","0","0","0","-31.31"
"2018-03-09 9:00:49 AM PST","6595291861","Order","702-4255848-6759458","PRK-03-08","2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2)","1","amazon.ca","Amazon","Quebec","Quebec","G3K 1H3","14.00","0","0","0","0.70","-2.10","-6.78","-0.02","0","5.80"
"2018-03-09 9:14:04 AM PST","6595291861","Order","701-8659165-5569853","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Montreal","Quebec","H3C 1L4","31.00","3.92","0","-3.92","1.55","-4.65","-6.33","-0.04","0","21.53"
"2018-03-09 9:17:23 AM PST","6595291861","Order","702-5391978-1161838","3MM-1527-1","3M Transpore Clear Plastic Tape, 1 X 10 Yards, 1 Roll","1","amazon.ca","Amazon","Okotoks","Alberta","T1S 1X9","16.84","0","0","0","0.84","-2.53","-6.33","-0.02","0","8.80"
"2018-03-09 9:19:23 AM PST","6595291861","Order","702-6352487-1526612","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","calgary","Alberta","T3K 0Z2","31.00","0","0","0","1.55","-4.65","-6.33","-0.04","0","21.53"
"2018-03-09 9:20:08 AM PST","6595291861","Order","701-1950861-4471462","3MM-1626W","3M Tegaderm Transparent Dressing with Label 4"" x 4 3/4"" (10 x 12 cm)50 per Box #1626W","1","amazon.ca","Amazon","Richmond","British Columbia","V7C 3C3","39.00","3.10","0","0","2.10","-9.36","-11.33","-0.12","0","23.39"
"2018-03-09 9:20:08 AM PST","6595291861","Order","701-1950861-4471462","3MM-1626W","3M Tegaderm Transparent Dressing with Label 4"" x 4 3/4"" (10 x 12 cm)50 per Box #1626W","1","amazon.ca","Amazon","Richmond","British Columbia","V7C 3C3","39.00","3.12","0","0","2.12","0","-4.30","0","0","39.94"
"2018-03-09 9:21:08 AM PST","6595291861","Order","701-2175850-1763416","PRK-03-08","2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2)","1","amazon.ca","Amazon","Richmondhill","ON","L4S1V4","14.00","0","0","0","1.82","-2.10","-6.78","-0.05","0","6.89"
"2018-03-09 9:21:19 AM PST","6595291861","Order","702-5451662-2009022","3MM-R1547","3M Steri-Strip reinforced Skin Closures - 1/2"" x 4"" - 10 pack of 6 strip envelope (60 strips)","1","amazon.ca","Amazon","North Vancouver","British Columbia","V7H 0B1","12.58","0","0","0","0.63","-1.89","-3.96","-0.02","0","7.34"
"2018-03-09 9:23:10 AM PST","6595291861","Order","702-7267725-3143434","ETL-02578","Eltamd UV Physical SPF 41, 85-Gram","2","amazon.ca","Amazon","Toronto","Ontario","M1C 1H3","52.44","0","0","0","6.82","-7.86","-8.14","-0.20","0","43.06"
"2018-03-09 11:44:14 AM PST","6595291861","Order","701-2317710-2421027","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Kelowna","BC","V1X 8C1","30.99","0","0","0","1.55","-4.65","-6.33","-0.04","0","21.52"
"2018-03-09 11:46:49 AM PST","6595291861","Order","701-0827984-3596240","CON-187955","Convatec Duoderm Extra Thin CGF Dressing, 4 x 4, 10/bx","1","amazon.ca","Amazon","Vernon","British Columbia","V1T 8W1","36.50","0","0","0","1.83","-16.44","-3.46","-0.16","0","18.27"
"2018-03-09 11:46:49 AM PST","6595291861","Order","701-0827984-3596240","CON-187955","Convatec Duoderm Extra Thin CGF Dressing, 4 x 4, 10/bx","1","amazon.ca","Amazon","Vernon","British Columbia","V1T 8W1","36.50","0","0","0","1.83","0","-3.47","0","0","34.86"
"2018-03-09 11:46:49 AM PST","6595291861","Order","701-0827984-3596240","CON-187955","Convatec Duoderm Extra Thin CGF Dressing, 4 x 4, 10/bx","1","amazon.ca","Amazon","Vernon","British Columbia","V1T 8W1","36.50","0","0","0","1.83","0","-3.47","0","0","34.86"
"2018-03-09 2:24:54 PM PST","6595291861","Order","702-2030939-4260261","BSN-76168","BSN Medical Leukotape P Sports Tape, 1 1/2 Inch x 15 Yard","1","amazon.ca","Amazon","Guelph","Ontario","N1L 0H5","18.89","0","0","0","2.46","-2.27","-6.33","-0.07","0","12.68"
"2018-03-09 3:24:18 PM PST","6595291861","Order","702-5238879-5585015","PLN-201010","Plantronics Voyager Edge Bluetooth Headset Black (20101003)","1","amazon.ca","Amazon","Vancouver","British Columbia","V6H 1C9","85.44","0","0","0","4.27","-6.84","-6.33","-0.12","0","76.42"
"2018-03-09 3:28:33 PM PST","6595291861","Order","701-3589132-2423437","PRK-03-08","2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2)","1","amazon.ca","Amazon","Ottawa","Ontario","K2B 7Y4","14.00","3.92","0","-3.92","1.82","-2.10","-6.78","-0.05","0","6.89"
"2018-03-09 4:57:12 PM PST","6595291861","Order","701-4397691-2199446","CON-187955","Convatec Duoderm Extra Thin CGF Dressing, 4 x 4, 10/bx","1","amazon.ca","Amazon","Coquitlam","BC","V3C 5X5","36.50","6.09","0","0","2.13","-5.48","-13.21","-0.06","0","25.97"
"2018-03-09 4:57:44 PM PST","6595291861","Order","702-1670142-0101004","LFE-77-52566","Lifeproof FR&#x112; SERIES iPhone 6/6s Waterproof Case (4.7"" Version) - Retail Packaging - BANZAI (COWABUNGA/WAVE CRASH/LONGBOARD)","1","amazon.ca","Amazon","Regina","Saskatchewan","S4X 4S4","47.95","0","0","0","2.40","-3.84","-6.33","-0.07","0","40.11"
"2018-03-09 5:14:49 PM PST","6595291861","Order","702-9980898-9373051","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Richmond Hill","Ontario","L4E 4X7","30.99","6.99","0","-6.99","4.03","-4.65","-6.33","-0.12","0","23.92"
"2018-03-09 5:15:09 PM PST","6595291861","Order","701-0708796-2749056","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Toronto","Ontario","M5V 0E9","30.99","6.99","0","-6.99","4.03","-4.65","-6.33","-0.12","0","23.92"
"2018-03-09 5:19:34 PM PST","6595291861","Order","701-7346907-4324265","PRK-03-08","2 X Aquasonic CLEAR Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2)","1","amazon.ca","Amazon","Brampton","Ontario","L6V 1G2","14.00","5.89","0","0","2.59","-2.10","-13.44","-0.08","0","6.86"
"2018-03-09 5:21:04 PM PST","6595291861","Order","701-1892142-7751431","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Mount Hope","Ontario","L0R 1W0","30.99","3.92","0","-3.92","4.03","-4.65","-6.33","-0.12","0","23.92"
"2018-03-09 5:22:13 PM PST","6595291861","Order","702-2084185-2414644","ETL-02578","Eltamd UV Physical SPF 41, 85-Gram","1","amazon.ca","Amazon","West Kelowna","British Columbia","V1Z 2X6","26.22","0","0","0","1.31","-3.93","-6.33","-0.04","0","17.23"
"2018-03-09 5:22:47 PM PST","6595291861","Order","701-4655183-6945808","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Calgary","Alberta","T2P 4K9","30.99","0","0","0","1.55","-4.65","-6.33","-0.04","0","21.52"
"2018-03-09 6:00:15 PM PST","6595291861","Order","702-0916234-5685855","ETL-02578","Eltamd UV Physical SPF 41, 85-Gram","1","amazon.ca","Amazon","Edmonton","Alberta","T6G 1Y3","26.22","3.92","0","-3.92","1.31","-3.93","-5.88","-0.04","0","17.68"
"2018-03-09 8:10:55 PM PST","6595291861","Refund","701-1041518-0159420","LUX-NEO320W","Luxe Bidet Neo 320 - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment (white and white)","1","amazon.ca","Amazon","Summerside","PE","C1N6J2","-69.88","0","0","0","0","6.71","0","0","0","-63.17"
"2018-03-09 8:35:01 PM PST","6595291861","Order","702-2326310-4010647","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Hamilton","Ontario","L8W 1H5","30.99","0","0","0","4.03","-4.65","-6.33","-0.12","0","23.92"
"2018-03-09 8:37:08 PM PST","6595291861","Order","702-2929089-1883461","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Hamilton","Ontario","L8L 3K8","30.99","0","0","0","4.03","-4.65","-6.33","-0.12","0","23.92"
"2018-03-09 9:30:28 PM PST","6595291861","Order","701-2972484-1642622","PRK-12-08","Spectra 360 Electrode Gel - Parker Laboratories - 8.5 oz Tube - (Pack of 3)","1","amazon.ca","Amazon","Ottawa","Ontario","K1H 5Z3","25.48","3.01","0","-3.01","3.31","-3.06","-6.78","-0.10","0","18.85"
"2018-03-09 9:31:02 PM PST","6595291861","Order","701-1870350-5985057","3MM-1624W","3M Health Care 1624W Tegaderm Film Dressing, Frame Style, 2.75"" Length X 2.375"" Width, Transparent (Pack of 100)","1","amazon.ca","Amazon","Mississauga","Ontario","L4W 2M8","36.99","6.99","0","-6.99","4.81","-4.44","-6.33","-0.14","0","30.89"
"2018-03-09 9:32:01 PM PST","6595291861","Order","701-4335844-4417016","LUX-NEO320W","Luxe Bidet Neo 320 - Self Cleaning Dual Nozzle - Hot and Cold Water Non-Electric Mechanical Bidet Toilet Attachment (white and white)","1","amazon.ca","Amazon","Toronto","Ontario","M4N 2T3","65.90","6.99","0","-6.99","0","-7.91","-7.23","0","0","50.76"
"2018-03-09 9:32:26 PM PST","6595291861","Order","701-9094688-6293824","LFE-77-52566","Lifeproof FR&#x112; SERIES iPhone 6/6s Waterproof Case (4.7"" Version) - Retail Packaging - BANZAI (COWABUNGA/WAVE CRASH/LONGBOARD)","1","amazon.ca","Amazon","Newmarket","Ontario","L3Y 8M2","47.95","6.99","0","-6.99","6.23","-3.84","-6.33","-0.18","0","43.83"
"2018-03-09 9:34:40 PM PST","6595291861","Order","701-2925445-1259426","OLA-HP3","OLAPLEX Hair Perfector No-3 Repairing Treatment, 3.3-Ounce","1","amazon.ca","Amazon","Newmarket","Ontario","L3X 1E7","30.99","4.45","0","0","4.61","-4.65","-11.36","-0.13","0","23.91"
"2018-03-09 9:35:01 PM PST","6595291861","Order","702-9076429-6117818","PLN-201010","Plantronics Voyager Edge Bluetooth Headset Black (20101003)","1","amazon.ca","Amazon","Vaughan","Ontario","L4J 8J8","85.44","5.90","0","-5.90","11.11","-6.84","-6.33","-0.32","0","83.06"
"2018-03-09 9:46:47 PM PST","6595291861","Order","701-0575239-2091437","PRK-01-08","2 X Aquasonic 100 Ultrasound Transmission Gel Doppler Tens (0.25 ltr) (Pack of 2)","1","amazon.ca","Amazon","Ottawa","ON","K2J 2N2","17.48","2.87","0","-2.87","2.27","-2.62","-6.78","-0.07","0","10.28"
"2018-03-09 10:35:13 PM PST","6595291861","Order","701-8789802-8102631","CON-187955","Convatec Duoderm Extra Thin CGF Dressing, 4 x 4, 10/bx","1","amazon.ca","Amazon","Mississauga","Ontario","L5B 4N4","36.50","0","0","0","4.75","-5.48","-6.33","-0.14","0","29.30"
