,date/time,settlement id,type,order id,group-sku,sku,description,quantity,marketplace,fulfillment,order city,order state,order postal,product sales,selling fees,fba fees,landing cost
76,"Mar 3, 2019 5:27:26 AM PST",11627329191,Adjustment,,MOL-281200,MOL-281200-1,FBA Inventory Reimbursement - Lost:Warehouse,1.0,,,,,,0.0,-0.0,-0.0,7.15
77,"Mar 3, 2019 5:27:26 AM PST",11627329191,Adjustment,,MOL-281200,MOL-281200-1,FBA Inventory Reimbursement - Lost:Warehouse,1.0,,,,,,0.0,-0.0,-0.0,7.15
78,"Mar 3, 2019 7:30:11 AM PST",11627329191,Adjustment,,3MM-R1542(5),3MM-R1542 (5),FBA Inventory Reimbursement - Lost:Inbound,30.0,,,,,,0.0,-0.0,-0.0,31.5
79,"Mar 3, 2019 7:30:11 AM PST",11627329191,Adjustment,,3MM-R1540(10),3MM-R1540 (10),FBA Inventory Reimbursement - Lost:Inbound,1.0,,,,,,0.0,-0.0,-0.0,1.71
80,"Mar 3, 2019 9:25:40 AM PST",11759204941,Adjustment,,MDL-NON80328,MDL-NON80328,FBA Inventory Reimbursement - General Adjustment,1.0,,,,,,0.0,-0.0,-0.0,3.43
81,"Mar 4, 2019 9:52:25 AM PST",11759204941,Adjustment,,3MM-2863(X2),3MM-2863(2),FBA Inventory Reimbursement - Lost:Inbound,1.0,,,,,,0.0,-0.0,-0.0,4.72
82,"Mar 4, 2019 9:52:25 AM PST",11759204941,Adjustment,,SOT-140176,SOT-140176,FBA Inventory Reimbursement - Lost:Inbound,1.0,,,,,,0.0,-0.0,-0.0,23.41
83,"Mar 5, 2019 1:59:21 AM PST",11759204941,Adjustment,,MOL-281000,MOL-281000,FBA Inventory Reimbursement - Lost:Warehouse,1.0,,,,,,0.0,-0.0,-0.0,6.67
84,"Mar 5, 2019 3:19:42 AM PST",11759204941,Adjustment,112-5307237-2273801,3MM-1626W(25),3MM-1626W-25 PACK,FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,
85,"Mar 5, 2019 4:48:05 AM PST",11759204941,Adjustment,114-2257717-1397067,3MM-2863(X2),3MM-2863(2),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,4.72
86,"Mar 6, 2019 1:02:43 AM PST",11759204941,Adjustment,,MDL-NON80328,MDL-NON80328,FBA Inventory Reimbursement - Damaged:Warehouse,1.0,,,,,,0.0,-0.0,-0.0,3.43
87,"Mar 7, 2019 10:19:24 AM PST",11759204941,Adjustment,,3MM-R1547,3MM-R1547(50 PACK),FBA Inventory Reimbursement - General Adjustment,1.0,,,,,,0.0,-0.0,-0.0,13.37
88,"Mar 7, 2019 2:00:06 PM PST",11759204941,Adjustment,,3MM-1626W(10),3MM-1626W(10),FBA Inventory Reimbursement - General Adjustment,1.0,,,,,,0.0,-0.0,-0.0,1.96
89,"Mar 11, 2019 1:26:47 AM PDT",11759204941,Adjustment,114-7868342-9781055,3MM-1628,3MM-1628,FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,7.92
90,"Mar 15, 2019 1:34:22 AM PDT",11759204941,Adjustment,,MDL-NON80328,MDL-NON80328,FBA Inventory Reimbursement - Damaged:Warehouse,1.0,,,,,,0.0,-0.0,-0.0,3.43
91,"Mar 15, 2019 3:32:54 AM PDT",11759204941,Adjustment,,3MM-R1547,3MM-R1547(50 PACK),FBA Inventory Reimbursement - Lost:Warehouse,1.0,,,,,,0.0,-0.0,-0.0,13.37
92,"Mar 17, 2019 4:06:46 AM PDT",11759204941,Adjustment,112-6177417-4993851,3MM-R1546,3MM-R1546(50),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,13.28
93,"Mar 19, 2019 2:25:53 AM PDT",11599670011,Adjustment,111-9496370-6553801,3MM-1626W(10),3MM-1626W(10),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,1.96
94,"Mar 19, 2019 3:40:05 AM PDT",11599670011,Adjustment,,MDL-NON80328,MDL-NON80328,FBA Inventory Reimbursement - Damaged:Warehouse,1.0,,,,,,0.0,-0.0,-0.0,3.43
95,"Mar 19, 2019 3:40:36 AM PDT",11599670011,Adjustment,111-9496370-6553801,3MM-1626W(10),3MM-1626W(10),FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,1.96
96,"Mar 19, 2019 6:29:49 PM PDT",11599670011,Adjustment,114-5101219-9829846,SOT-160214,SOT-160214,FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,19.85
97,"Mar 20, 2019 7:52:17 AM PDT",11599670011,Adjustment,114-4764810-5425037,MOL-295400,MOL-295400,FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,16.37
98,"Mar 21, 2019 7:43:23 AM PDT",11599670011,Adjustment,111-1182683-5224264,SOT-160172,SOT-160172,FBA Inventory Reimbursement - Customer Return,1.0,,,,,,0.0,-0.0,-0.0,7.68
