date,order id,country,order city,order state,item,quantity,revenue,total cost,profit,return on sales
01-03-2019,114-5572418-1308242,USA,NILES,MI,3MM-1527-2,3,35.97,34.38,1.59,0.044203503
01-03-2019,114-5572418-1308242,USA,NILES,MI,3MM-1527-2,1,11.99,9.06,2.93,0.244370309
01-03-2019,113-9064874-9025007,USA,Bailey,CO,SOT-160172,1,17.72,13.62,4.1,0.231376975
01-03-2019,113-3369460-7325061,USA,TUTTLE,OK,3MM-R1541(20),1,7.6,5.98,1.62,0.213157895
01-03-2019,111-0070324-8823418,USA,Fontana,CA,3MM-H1547,1,7.99,4.42,3.57,0.446808511
01-03-2019,111-9432138-8406668,USA,ARLINGTON,MA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
01-03-2019,113-9616766-9457036,USA,TUMWATER,WA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
01-03-2019,114-7057417-1489818,USA,ROUND ROCK,TX,WEL-24400U,1,7.75,6.19,1.56,0.201290323
01-03-2019,112-9389394-4541810,USA,BOCA RATON,FL,3MM-R1547(10),1,7,6.3,0.7,0.1
01-03-2019,111-1752259-7465027,USA,Washington,DC,3MM-R1547(10),1,7,5.31,1.69,0.241428571
01-03-2019,113-1789135-3829836,USA,San Francisco,CA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
01-03-2019,114-2321354-3793814,USA,BOISE,ID,WEL-24400U,1,7.75,6.19,1.56,0.201290323
01-03-2019,113-1538146-7273818,USA,NEW YORK,NY,3MM-R1547(10),1,7,5.31,1.69,0.241428571
01-03-2019,114-6764076-8411469,USA,SHAWNEE,KS,3MM-H1547,1,7.99,4.42,3.57,0.446808511
01-03-2019,112-0466504-1161064,USA,DES MOINES,WA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
01-03-2019,111-5724077-5601806,USA,RICHLAND,WA,3MM-R1541(20),1,7.6,5.98,1.62,0.213157895
01-03-2019,114-1863558-3293841,USA,CHICAGO,IL,SOT-160172,1,17.72,13.62,4.1,0.231376975
01-03-2019,111-0190884-0347446,USA,GAINESVILLE,FL,WEL-52434-U(850),1,33.99,26.86,7.13,0.209767579
01-03-2019,112-6329949-7052244,USA,BENTLEYVILLE,OH,SOT-160172,1,17.72,13.62,4.1,0.231376975
01-03-2019,114-5599346-8866626,USA,RANDALLSTOWN,MD,MDL-NON80328,1,9.9,9.38,0.52,0.052525253
01-03-2019,113-5598949-1857820,USA,Ridge,NY,3MM-1626W(C),1,18.87,15.36,3.51,0.186009539
01-03-2019,111-7315216-4257024,USA,La Crosse,WI,3MM-1527-2,1,11.99,14.46,-2.47,-0.206005004
01-03-2019,111-7315216-4257024,USA,La Crosse,WI,3MM-1527-2,2,23.98,18.12,5.86,0.244370309
01-03-2019,113-2531349-4193847,USA,Yonkers,NY,3MM-1527-2,1,11.99,16.85,-4.86,-0.405337781
01-03-2019,112-0138542-8201021,USA,Madison,MS,WEL-52432-U,1,36.8,29.78,7.02,0.19076087
01-03-2019,114-3989246-8714631,USA,JUSTIN,TX,3MM-R1546(50),1,24.75,19.72,5.03,0.203232323
01-03-2019,114-0836339-5677016,USA,DUBLIN,CA,3MM-1527-1-12,1,10.9,9.77,1.13,0.103669725
01-03-2019,114-0836339-5677016,USA,DUBLIN,CA,3MM-1527-1-12,1,10.9,8.77,2.13,0.195412844
01-03-2019,111-8883458-5056221,USA,BROOKLYN,MD,3MM-R1547(10),1,7,5.31,1.69,0.241428571
01-03-2019,112-2130641-1653061,USA,CLEVELAND,NC,3MM-R1547(10),2,14,9.62,4.38,0.312857143
01-03-2019,113-0194986-5141858,USA,washington,PA,WEL-24400U,1,7.75,6.19,1.56,0.201290323
01-03-2019,112-3000325-2167440,USA,CANTON,TX,WEL-24400U,1,7.75,6.19,1.56,0.201290323
01-03-2019,111-5558213-7323439,USA,MIAMI,FL,3MM-R1542 (5),1,5.42,3.45,1.97,0.363468635
01-03-2019,111-7402394-1249042,USA,OSHKOSH,WI,MDL-NON80328,1,9.9,9.38,0.52,0.052525253
01-03-2019,113-2410009-7561811,USA,GORDON,GA,3MM-H1626,1,7.4,4.19,3.21,0.433783784
01-03-2019,113-0272272-3125835,USA,COLORADO SPRINGS,CO,3MM-R1547(10),1,7,5.31,1.69,0.241428571
01-03-2019,113-5434626-6681001,USA,SAN DIEGO,CA,3MM-2560(100),3,43.47,38.53,4.94,0.113641592
01-03-2019,113-5434626-6681001,USA,SAN DIEGO,CA,3MM-2560(100),5,72.45,39.35,33.1,0.456866805
01-03-2019,112-9998564-6671403,USA,TEXARKANA,TX,3MM-R1547(50 PACK),3,75.21,61.23,13.98,0.185879537
01-03-2019,114-2517821-1857063,USA,NEW YORK,NY,SOT-140176,1,32.95,31.54,1.41,0.042792109
01-03-2019,114-1610246-0582621,USA,BROOKLYN,NY,3MM-1626W(B),1,20,16.01,3.99,0.1995
01-03-2019,111-0738431-3136255,USA,MADISON,WI,MOL-1443-1,1,22.11,17.11,5,0.226142017
01-03-2019,114-2712791-3804225,USA,SEATTLE,WA,3MM-1626W(B),1,20,16.01,3.99,0.1995
01-03-2019,113-0797256-4027421,USA,Plano,TX,MDL-NON80328,1,9.9,9.38,0.52,0.052525253
01-03-2019,112-7638087-9085861,USA,MCKINNEY,TX,TOR-MS407W,1,13.78,11.56,2.22,0.161103048
01-03-2019,113-3682151-0818614,USA,Sarasota,FL,3MM-1626W(B),1,20,16.01,3.99,0.1995
01-03-2019,111-7195263-0957051,USA,WINTER GARDEN,FL,3MM-1626W(B),1,20,16.01,3.99,0.1995
01-03-2019,114-2667049-2809831,USA,Yonkers,NY,3MM-1626W(B),1,20,16.01,3.99,0.1995
01-03-2019,111-1874511-3049868,USA,niles,OH,3MM-1626W(B),1,20,16.01,3.99,0.1995
01-03-2019,113-5674107-9714668,USA,NAMPA,ID,MDL-NON80328,1,9.9,9.26,0.64,0.064646465
01-03-2019,114-8746981-6099429,USA,BEAR,DE,WEL-5079135,1,79.98,23.96,56.02,0.700425106
01-03-2019,114-8746981-6099429,USA,BEAR,DE,WEL-5079135,1,79.98,4.76,75.22,0.940485121
01-03-2019,111-1248640-4436265,USA,LAGUNA NIGUEL,CA,SOT-160214,3,87,82.17,4.83,0.055517241
02-03-2019,114-9110280-7851425,USA,ALISO VIEJO,CA,3MM-R1547(50 PACK),6,150.42,163.82,-13.4,-0.089083898
02-03-2019,114-9110280-7851425,USA,ALISO VIEJO,CA,3MM-R1547(50 PACK),5,125.35,83.25,42.1,0.335859593
02-03-2019,114-9110280-7851425,USA,ALISO VIEJO,CA,3MM-R1547(50 PACK),6,150.42,99.9,50.52,0.335859593
02-03-2019,113-6273894-7094605,USA,DENVER,NC,3MM-1624W,1,17,14.32,2.68,0.157647059
02-03-2019,112-5186803-5325031,USA,ROCHESTER,NY,SOT-160172,1,17.72,18.94,-1.22,-0.068848758
02-03-2019,112-5186803-5325031,USA,ROCHESTER,NY,SOT-160172,1,17.72,10.96,6.76,0.381489842
02-03-2019,112-5186803-5325031,USA,ROCHESTER,NY,SOT-160172,1,17.72,10.96,6.76,0.381489842
02-03-2019,111-4735942-9598653,USA,SAN ANTONIO,TX,TOR-MS407W(X3),1,33.96,26.71,7.25,0.213486455
02-03-2019,114-4032205-3440245,USA,DORAL,FL,SOT-160214,1,29,27.39,1.61,0.055517241
02-03-2019,113-1984570-2599425,USA,LAKEWOOD,WA,MOL-1443-1,1,19,22.83,-3.83,-0.201578947
02-03-2019,112-1866023-1873025,USA,ALBUQUERQUE,NM,3MM-2560(100),1,14.49,10.61,3.88,0.267770876
02-03-2019,111-7189531-9757869,USA,Cedar Hills,UT,MDL-NON80328,1,9.9,9.38,0.52,0.052525253
02-03-2019,112-9408874-4723468,USA,Beaverton,OR,3MM-1527-1-12,1,10.89,9.76,1.13,0.103764922
02-03-2019,112-1190054-8445816,USA,LAKE HAVASU CITY,AZ,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,111-1752088-0351455,USA,Springfield Gardens,NY,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,112-8504051-5271460,USA,WINONA,MN,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,111-1143112-5516258,USA,WELLESLEY HILLS,MA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,114-4914710-1107450,USA,PENSACOLA,FL,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,114-9213564-4299406,USA,STONE MOUNTAIN,GA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,113-3851433-1792251,USA,TAHLEQUAH,OK,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,113-7818501-2005849,USA,Sugar Land,TX,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,111-6759512-1426661,USA,West Sacramento,CA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,114-5678537-6169820,USA,Wimauma,FL,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,113-2413776-7884219,USA,MAHOMET,IL,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,112-1162765-7838667,USA,LOVELAND,OH,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,112-6003197-9555445,USA,BARGERSVILLE,IN,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,113-4091205-1130659,USA,Moore Haven,FL,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,112-1786945-4262651,USA,BERGENFIELD,NJ,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,113-0959482-0766657,USA,BLOOMINGTON,IL,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,112-4694502-1029037,USA,SAGAMORE BEACH,MA,WEL-24400U,1,7.75,6.19,1.56,0.201290323
02-03-2019,112-7219716-3840217,USA,WACO,TX,3MM-1527-2,1,11.99,10.86,1.13,0.094245204
02-03-2019,112-9494318-5740214,USA,El Mirage,AZ,3MM-1539(20),1,20.5,17.27,3.23,0.157560976
02-03-2019,114-9110280-7851425,USA,ALISO VIEJO,CA,3MM-R1547(50 PACK),10,250.7,245.46,5.24,0.020901476
02-03-2019,114-9110280-7851425,USA,ALISO VIEJO,CA,3MM-R1547(50 PACK),1,25.07,16.65,8.42,0.335859593
02-03-2019,114-9110280-7851425,USA,ALISO VIEJO,CA,3MM-R1547(50 PACK),10,250.7,166.5,84.2,0.335859593
02-03-2019,111-7185204-4705009,USA,Lake Isabella,CA,MDL-NON80328,1,9.9,9.38,0.52,0.052525253
02-03-2019,114-7175851-0318637,USA,Perris,CA,MDL-NON80328,1,9.9,9.38,0.52,0.052525253
02-03-2019,113-6266278-0008214,USA,MONSEY,NY,SOT-160172,1,17.72,13.62,4.1,0.231376975
02-03-2019,112-1362597-6360242,USA,SARASOTA,FL,WEL-52434-U(850),1,33.99,30.94,3.05,0.089732274
02-03-2019,112-1362597-6360242,USA,SARASOTA,FL,WEL-52434-U(850),1,33.99,22.78,11.21,0.329802883
02-03-2019,114-4902662-6895430,USA,NOWTHEN,MN,3MM-1626W(10),1,6.05,4.83,1.22,0.201652893
02-03-2019,111-1287629-0488207,USA,MOUNTAIN VIEW,CA,SOT-140176,1,32.95,31.54,1.41,0.042792109
02-03-2019,114-6223875-9735411,USA,HORN LAKE,MS,SOT-160172,1,17.72,13.62,4.1,0.231376975
02-03-2019,113-2022324-8913018,USA,TITUSVILLE,PA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,111-9748177-6936208,USA,EAGAN,MN,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,114-1478401-1619405,USA,Palouse,WA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,112-1844569-5006627,USA,VENTURA,CA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,111-1643140-7312212,USA,NIAGARA FALLS,NY,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,113-4234949-6295433,USA,Towson,MD,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,112-8800933-4617046,USA,Pennsburg,PA,WEL-24400U,1,7.75,6.19,1.56,0.201290323
02-03-2019,111-4306667-6416229,USA,CHULA VISTA,CA,WEL-24400U,1,7.75,6.19,1.56,0.201290323
02-03-2019,114-7941821-3855430,USA,CLAREMONT,CA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,113-5185389-4877013,USA,TEMPE,AZ,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,112-9881030-4682630,USA,RALEIGH,NC,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,112-3371059-3545054,USA,NEWBURY PARK,CA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,112-9035644-3652234,USA,PLANO,TX,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,112-0854581-7859447,USA,Rocklin,CA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,114-4360379-0730642,USA,PEARLAND,TX,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,113-3338521-2037042,USA,GURNEE,IL,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,113-3002144-4701814,USA,BAKERSFIELD,CA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,111-1384781-8222661,USA,BARRINGTON,RI,WEL-24400U,1,7.75,6.19,1.56,0.201290323
02-03-2019,112-2485126-0205009,USA,EVANS,GA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,114-4025588-6757060,USA,DEARBORN HEIGHTS,MI,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,112-1867009-5265815,USA,Saint Louis,MO,3MM-R1541+R1547(10 PACK/5 EACH),1,8.73,4.86,3.87,0.443298969
02-03-2019,113-4271813-6494612,USA,ALBERT CITY,IA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,114-6041340-4408251,USA,DORAL,FL,3MM-1537,1,19.59,14.05,5.54,0.282797346
02-03-2019,112-2810903-4146627,USA,MIAMI,FL,WEL-52432-U,1,36.8,29.78,7.02,0.19076087
02-03-2019,113-9894709-3757857,USA,CARLSTADT,NJ,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,112-7815251-4477019,USA,JACKSONVILLE,FL,3MM-1626W(B),1,20,16.01,3.99,0.1995
02-03-2019,111-4954959-0041018,USA,IOWA PARK,TX,3MM-R1547(10),1,7,5.31,1.69,0.241428571
02-03-2019,111-6654649-3615429,USA,PEYTON,CO,MDL-NON80328,1,9.9,11.75,-1.85,-0.186868687
02-03-2019,111-5653702-5189068,USA,LOUISVILLE,KY,MOL-1443-1,1,19,16.74,2.26,0.118947368
02-03-2019,113-2743725-5134606,USA,SAN DIEGO,CA,WEL-52432-U,1,36.8,29.78,7.02,0.19076087
02-03-2019,113-6265202-1151450,USA,MOSINEE,WI,3MM-R1546 (5),1,5.2,3.92,1.28,0.246153846
02-03-2019,114-0037686-5801802,USA,Cherry Hill,NJ,MDL-NON80328,1,9.9,9.38,0.52,0.052525253
02-03-2019,111-7892204-0697049,USA,Yemassee,SC,3MM-1527-2,1,11.99,10.86,1.13,0.094245204
02-03-2019,111-2363296-1810652,USA,LINDEN,NJ,3MM-1626W(B),1,20,16.01,3.99,0.1995
02-03-2019,114-8976247-8922622,USA,PALM HARBOR,FL,3MM-1626W(C),1,18.87,15.36,3.51,0.186009539
02-03-2019,114-9110280-7851425,USA,ALISO VIEJO,CA,3MM-R1547(50 PACK),1,25.07,20.41,4.66,0.185879537
02-03-2019,114-1563144-3947416,USA,ASHBURN,VA,MDL-NON80328,1,9.9,9.38,0.52,0.052525253
02-03-2019,111-2923651-9015433,USA,RENO,NV,3MM-2560(100),1,14.49,10.61,3.88,0.267770876
02-03-2019,112-6552834-0276210,USA,KAYSVILLE,UT,MDL-NON80328,1,9.9,9.26,0.64,0.064646465
02-03-2019,112-1428003-3754668,USA,CLOVIS,CA,3MM-1537,1,19.5,14.04,5.46,0.28
02-03-2019,111-8916908-3055468,USA,PORT CHARLOTTE,FL,WEL-52432-U,2,73.6,59.56,14.04,0.19076087
03-03-2019,114-6170638-3773861,USA,PHILADELPHIA,PA,3MM-1626W(B),1,19.99,26.61,-6.62,-0.331165583
03-03-2019,113-0563561-3981812,USA,Saint Paul,MN,3MM-1527-2,1,11.99,10.86,1.13,0.094245204
03-03-2019,112-1263219-7849868,USA,KANSAS CITY,MO,TOR-MS407W,1,13.78,11.56,2.22,0.161103048
03-03-2019,113-3425333-7897851,USA,HIGHLAND PARK,IL,3MM-1527-2,1,11.99,10.86,1.13,0.094245204
03-03-2019,114-8354104-6736241,USA,MODESTO,CA,3MM-1626W(B),1,20,16.01,3.99,0.1995
03-03-2019,113-4760992-8460253,USA,Elsie,MI,3MM-1626W(C),1,18.87,15.36,3.51,0.186009539
03-03-2019,114-7073431-1677862,USA,MERION STATION,PA,3MM-1626W(C),1,18.87,15.36,3.51,0.186009539
03-03-2019,112-5952729-1981017,USA,MECHANICSBURG,PA,3MM-2560(100),1,13.55,10.5,3.05,0.225092251
03-03-2019,113-8695038-3203445,USA,TRUCKEE,CA,MDL-NON80328,1,9.9,9.38,0.52,0.052525253
03-03-2019,112-0018184-5039475,USA,EAST Falmouth,MA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,111-8100296-0721825,USA,ANNAPOLIS,MD,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,112-6372144-3761060,USA,SAN PEDRO,CA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,114-7221563-9423432,USA,San Diego,CA,3MM-R1548 (5),1,6.32,5.41,0.91,0.143987342
03-03-2019,113-2137241-9716242,USA,Davis,CA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,114-9784354-5216258,USA,MASSAPEQUA,NY,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,112-9816741-8818651,USA,Summerville,SC,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,111-6664751-0018608,USA,WICHITA,KS,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,111-8848383-9377011,USA,COCONUT CREEK,FL,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,112-4619571-7118656,USA,PFLUGERVILLE,TX,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,114-3667565-0543401,USA,STUART,FL,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,111-1987793-0225834,USA,Miami,FL,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,112-8524770-9730657,USA,FAIRBANKS,AK,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,114-4413924-9676227,USA,SAINT MARYS,GA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,113-9663692-4871465,USA,PHILADELPHIA,PA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,114-1981256-6073040,USA,ORLANDO,FL,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,113-5765104-9939453,USA,santee,CA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,111-7715596-8418617,USA,San Diego,CA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,113-1508844-7659406,USA,FLOWERY BRANCH,GA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,112-6801353-2252257,USA,White Lake,MI,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,114-1646731-5250619,USA,ARVADA,CO,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,114-2434116-6647419,USA,LYNN HAVEN,FL,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,111-2116702-4217827,USA,miami,FL,3MM-R1547(10),2,14,9.62,4.38,0.312857143
03-03-2019,112-3343443-1663430,USA,Willisburg,KY,3MM-H1547,1,7.99,4.42,3.57,0.446808511
03-03-2019,112-4088731-0429069,USA,MIAMI,FL,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,111-8952773-8213054,USA,SAN DIEGO,CA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,114-8179224-8038659,USA,TAYLORSVILLE,UT,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,112-0361366-6549838,USA,Lighthouse Point,FL,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,111-8212844-2557024,USA,LAS VEGAS,NV,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,113-4176860-3817056,USA,BOCA RATON,FL,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,113-4158162-0717062,USA,BEVERLY HILLS,CA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,113-9033052-5021059,USA,NORTH CHESTERFIELD,VA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,112-6557874-4429015,USA,KAHULUI,HI,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,113-1483618-6637002,USA,Ocean City,MD,3MM-H1547,1,7.99,4.42,3.57,0.446808511
03-03-2019,111-2133044-1457849,USA,VANCOUVER,WA,MDL-NON80328,4,39.6,37.52,2.08,0.052525253
03-03-2019,114-5477592-2571406,USA,NEW PALESTINE,IN,3MM-2560(100),2,27.1,20,7.1,0.26199262
03-03-2019,112-0697511-1293823,USA,FALLS CHURCH,VA,3MM-2560(100),1,13.55,10.5,3.05,0.225092251
03-03-2019,111-8182715-9665022,USA,Provo,UT,MDL-NON80328,2,19.8,24.75,-4.95,-0.25
03-03-2019,114-5918592-7007432,USA,MIAMI,FL,3MM-1527-2,1,11.99,19.86,-7.87,-0.656380317
03-03-2019,114-5918592-7007432,USA,MIAMI,FL,3MM-1527-2,2,23.98,18.12,5.86,0.244370309
03-03-2019,114-5918592-7007432,USA,MIAMI,FL,3MM-1527-2,3,35.97,27.18,8.79,0.244370309
03-03-2019,113-0049996-9940220,USA,MASSAPEQUA,NY,SOT-160172,1,17.72,17.3,0.42,0.023702032
03-03-2019,114-0445935-4983412,USA,NORTH MIAMI,FL,3MM-2560(100),1,14.49,11.6,2.89,0.199447895
03-03-2019,114-1308707-5890662,USA,CLEARWATER,FL,3MM-2560(100),2,28.98,20.22,8.76,0.302277433
03-03-2019,111-4483263-5778666,USA,HEATHSVILLE,VA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,111-3653409-3281854,USA,SIDNEY,OH,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,112-8001567-4153810,USA,SALEM,MA,3MM-R1547(10),1,7,5.31,1.69,0.241428571
03-03-2019,113-6542592-6345801,USA,EPHRATA,PA,SOT-140176,1,32.95,31.54,1.41,0.042792109
03-03-2019,111-1454654-4865847,USA,ASHBURN,VA,SOT-160172,1,17.72,16.28,1.44,0.081264108
03-03-2019,111-1454654-4865847,USA,ASHBURN,VA,SOT-160172,1,17.72,10.96,6.76,0.381489842
03-03-2019,111-7229582-7533042,USA,TUPELO,MS,WEL-52434-U(850),1,33.99,26.86,7.13,0.209767579
03-03-2019,114-0517733-7421846,USA,BUDA,TX,MDL-NON80328,1,9.9,9.38,0.52,0.052525253
03-03-2019,111-1531579-9974634,USA,VALLEY STREAM,NY,WEL-52432-U,1,36.8,29.78,7.02,0.19076087
03-03-2019,114-4902662-6895430,USA,NOWTHEN,MN,3MM-1626W(10),1,6.05,4.85,1.2,0.198347107
03-03-2019,113-6576947-5201053,USA,LENEXA,KS,MDL-NON80328,1,9.9,9.38,0.52,0.052525253
03-03-2019,112-3568636-8530600,USA,Miami,FL,WEL-52434-U(850),1,33.99,30.94,3.05,0.089732274
03-03-2019,112-3568636-8530600,USA,Miami,FL,WEL-52434-U(850),1,33.99,22.78,11.21,0.329802883
03-03-2019,113-8668923-9747439,USA,SANTA ANA,CA,WEL-52432-U,1,36.8,29.78,7.02,0.19076087
03-03-2019,112-1912407-7508267,USA,MCKINNEY,TX,3MM-1539(20),1,20.5,17.27,3.23,0.157560976
03-03-2019,111-2890808-7837824,USA,SAREPTA,LA,MDL-NON80328,1,9.9,9.38,0.52,0.052525253
03-03-2019,114-9110280-7851425,USA,ALISO VIEJO,CA,3MM-R1547(50 PACK),2,50.14,104.74,-54.6,-1.088950937
03-03-2019,114-9110280-7851425,USA,ALISO VIEJO,CA,3MM-R1547(50 PACK),4,100.28,66.6,33.68,0.335859593
03-03-2019,114-9110280-7851425,USA,ALISO VIEJO,CA,3MM-R1547(50 PACK),7,175.49,116.55,58.94,0.335859593
03-03-2019,114-9110280-7851425,USA,ALISO VIEJO,CA,3MM-R1547(50 PACK),6,150.42,99.9,50.52,0.335859593
03-03-2019,112-2847216-8273837,USA,EL SOBRANTE,CA,SOT-160172,1,17.72,13.62,4.1,0.231376975
03-03-2019,114-0955876-7157806,USA,BEL AIR,MD,3MM-1537,1,19.5,14.04,5.46,0.28
03-03-2019,113-5216936-0931401,USA,SEATTLE,WA,3MM-1539(20),1,20.5,17.27,3.23,0.157560976
03-03-2019,113-3780309-4267443,USA,Oakland,CA,SOT-160172,1,17.72,13.62,4.1,0.231376975
03-03-2019,113-9310877-6089022,USA,WEST RICHLAND,WA,3MM-1527-2,1,11.99,10.86,1.13,0.094245204
03-03-2019,112-4177263-6967400,USA,SAN GABRIEL,CA,3MM-1527-2,1,11.99,10.86,1.13,0.094245204
03-03-2019,114-6297792-5574644,USA,KAYSVILLE,UT,TOR-MS407W(X3),1,33.96,26.71,7.25,0.213486455
03-03-2019,111-9251876-9567418,USA,Santa Monica,CA,3MM-2560(100),1,14.49,10.61,3.88,0.267770876
04-03-2019,112-5077087-5653050,USA,SAN DIEGO,CA,SOT-160214,1,29,27.39,1.61,0.055517241
04-03-2019,111-5480557-2509005,USA,Longview,TX,SOT-140176,1,32.95,31.54,1.41,0.042792109
04-03-2019,112-1077531-1958620,USA,DAVIDSON,NC,SOT-160172,1,17.72,13.62,4.1,0.231376975
04-03-2019,114-2837030-3997801,USA,HOUSTON,TX,SOT-160172,1,17.72,13.62,4.1,0.231376975
04-03-2019,111-8456372-7829031,USA,DENAIR,CA,MDL-NON80328,1,9.9,9.38,0.52,0.052525253
04-03-2019,111-0722624-6329822,USA,WINSTON,GA,3MM-1537,1,19.5,14.04,5.46,0.28
04-03-2019,113-7373871-9676234,USA,SAINT CHARLES,IL,MDL-NON80328,1,9.9,9.38,0.52,0.052525253
04-03-2019,113-8979355-3738636,USA,TAMPA,FL,3MM-1626W(10),1,6.05,4.83,1.22,0.201652893
04-03-2019,111-1969913-5197021,USA,Katonah,NY,3MM-H1626,1,7.3,5.18,2.12,0.290410959
04-03-2019,114-6712956-4211401,USA,Surprise,AZ,3MM-1626W(B),1,19.99,16.01,3.98,0.19909955
04-03-2019,111-1969913-5197021,USA,Katonah,NY,3MM-H1626,1,7.3,4.18,3.12,0.42739726
04-03-2019,114-3543293-9782643,USA,MIAMI,FL,3MM-H1547,1,7.99,4.42,3.57,0.446808511
04-03-2019,111-1914779-7965862,USA,FRESH MEADOWS,NY,3MM-R1541(20),1,7.6,5.98,1.62,0.213157895
04-03-2019,112-4519203-0277867,USA,MENOMONIE,WI,WEL-52432-U,1,36.8,29.78,7.02,0.19076087
04-03-2019,112-9043648-4313018,USA,WALTON,IN,MDL-NON80328,1,9.9,9.38,0.52,0.052525253
04-03-2019,113-1127330-9600266,USA,Newport Beach,CA,TOR-MS407W(X3),1,33.96,26.71,7.25,0.213486455
04-03-2019,114-0404106-8873030,USA,MIAMI BEACH,FL,SOT-140176,1,32.95,31.54,1.41,0.042792109
