date,order id,country,order city,order state,item,quantity,revenue,total cost,profit,return on sales
18-07-2019,112-6248056-9370668,USA,SAINT LOUIS,MO,3MM-1624W(20B),2,11,8.08,2.92,0.265454545
18-07-2019,114-0060503-2350649,USA,PAXTON,MA,WEL-06000-800,1,11.3,10.7,0.6,0.053097345
18-07-2019,112-4872287-5138644,USA,INDIANAPOLIS,IN,BRO-HBMC-R,1,18.99,15.64,3.35,0.176408636
18-07-2019,112-5913666-6048206,USA,LEVELLAND,TX,3MM-2560(X2),2,27.4,20.24,7.16,0.261313869
18-07-2019,112-9293910-7320239,USA,SAN FRANCISCO,CA,3MM-1624W(B),1,14.99,14.53,0.46,0.030687125
18-07-2019,111-4606776-6864220,USA,PATERSON,NJ,BRO-HRLC-R,1,18.82,15.73,3.09,0.164187035
18-07-2019,112-3694414-9167468,USA,LIGHTHOUSE POINT,FL,3MM-R1546(B),1,22.69,19.87,2.82,0.124283825
18-07-2019,113-6938339-7649053,USA,Fontana,CA,3MM-1527-2,2,24,21.72,2.28,0.095
18-07-2019,112-6943006-7480245,USA,URBANDALE,IA,3MM-R1547(10),1,5.77,5.1,0.67,0.116117851
18-07-2019,113-4707008-2893062,USA,MEDINA,OH,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
18-07-2019,113-7643575-7780255,USA,Lake Toxaway,NC,3MM-1624W,1,14.5,14.02,0.48,0.033103448
18-07-2019,114-4068295-7757820,USA,Hamilton,NJ,3MM-1527-2,2,24.2,21.76,2.44,0.100826446
18-07-2019,112-5771375-6325018,USA,CHICOPEE,MA,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
18-07-2019,111-8836502-6613867,USA,WINONA,MN,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
18-07-2019,114-6384681-0744205,USA,GREENVILLE,OH,3MM-1626W(10),1,5.77,4.39,1.38,0.239168111
18-07-2019,112-3223177-8979440,USA,PLANO,TX,3MM-1527-2,1,12.04,10.87,1.17,0.09717608
18-07-2019,114-4762027-9419411,USA,Jensen,UT,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
18-07-2019,113-6093570-7817026,USA,PHILADELPHIA,PA,3MM-1624W(B),1,14.99,14.53,0.46,0.030687125
18-07-2019,114-3370333-8763430,USA,NEW HUDSON,MI,PRK-12-02(X2),1,5,4.73,0.27,0.054
18-07-2019,113-9267730-9553840,USA,HESPERIA,CA,WEL-06000-800,1,11.3,10.7,0.6,0.053097345
18-07-2019,113-9976325-8239461,USA,IRVINE,CA,3MM-1626W(10),1,5.68,4.38,1.3,0.228873239
18-07-2019,113-2123277-3312254,USA,SANTA BARBARA,CA,3MM-1624W(B),2,29.98,29.06,0.92,0.030687125
18-07-2019,112-3284105-8188258,USA,DOWNS,KS,BRO-HRLC-R,1,18.82,15.73,3.09,0.164187035
18-07-2019,113-9727204-0822664,USA,LOS ANGELES,CA,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
18-07-2019,111-7850777-9033055,USA,WHITMAN,MA,TOR-MS408W,1,11.38,9.85,1.53,0.134446397
18-07-2019,111-2532582-4325013,USA,Santa Cruz,CA,3MM-R1547(10),1,5.77,5.1,0.67,0.116117851
18-07-2019,112-3629779-0557042,USA,Middlesex,NJ,TOR-MS407W(B),1,11.38,9.74,1.64,0.144112478
18-07-2019,113-1456449-6506610,USA,INDIANAPOLIS,IN,3MM-1626W(X2),1,30.86,29.03,1.83,0.059300065
18-07-2019,112-8142704-4213017,USA,REISTERSTOWN,MD,CON-183910,1,11.86,8.8,3.06,0.258010118
18-07-2019,114-5908257-1800238,USA,SANDPOINT,ID,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
18-07-2019,112-0685947-4177050,USA,POINT HOPE,AK,PRK-12-02(X2),1,5.08,4.94,0.14,0.027559055
18-07-2019,114-9254796-6587453,USA,NEPTUNE BEACH,FL,WEL-06000-800,1,11.3,10.7,0.6,0.053097345
18-07-2019,114-7175369-6293866,USA,FRANKLIN,MA,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
18-07-2019,113-5338585-7649066,USA,Carson,CA,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
18-07-2019,111-9495209-7165029,USA,houston,TX,3MM-1624W(B),1,14.99,20.52,-5.53,-0.368912608
18-07-2019,112-5992952-7211411,USA,MIAMI,FL,SOT-160214,1,27.17,27.12,0.05,0.001840265
18-07-2019,112-4253629-2652238,USA,Sapphire,NC,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
18-07-2019,113-2037399-7400249,USA,CHATTANOOGA,TN,3MM-1626W(X2B),1,31.4,29.11,2.29,0.072929936
18-07-2019,111-6043076-4065853,USA,RANDOLPH,NJ,WEL-06000-800,1,11.3,10.7,0.6,0.053097345
18-07-2019,114-6868750-4637802,USA,Vero Beach,FL,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
18-07-2019,114-8789236-8373846,USA,LOS ALTOS HILLS,CA,3MM-R1546(B),2,45.38,39.74,5.64,0.124283825
18-07-2019,114-1065299-6214663,USA,WINNSBORO,LA,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
18-07-2019,114-2116655-7525838,USA,WALKER,MI,3MM-R1547(10),1,5.77,5.1,0.67,0.116117851
18-07-2019,113-9808350-2506602,USA,Rosemead,CA,CON-183910,1,11.86,8.8,3.06,0.258010118
18-07-2019,114-0302732-2833840,USA,RIALTO,CA,3MM-1624W(B),1,14.99,14.53,0.46,0.030687125
18-07-2019,114-2332306-7670657,USA,CHANDLER,AZ,3MM-1527-2,1,12,10.86,1.14,0.095
18-07-2019,114-4587291-5273060,USA,SAN MARINO,CA,3MM-1626W(10),1,5.66,4.38,1.28,0.22614841
18-07-2019,111-7462109-6220235,USA,PERRY,FL,3MM-1626W(10),3,17.37,11.17,6.2,0.356937248
18-07-2019,112-4025936-8714603,USA,VICTORVILLE,CA,3MM-1624W(B),1,14.99,14.53,0.46,0.030687125
18-07-2019,113-5326203-1216269,USA,GAINESVILLE,FL,3MM-2560,1,7.55,6.22,1.33,0.17615894
18-07-2019,113-1838234-2425819,USA,CEDAR PARK,TX,BRO-HNBO-R,2,42.48,36.28,6.2,0.145951036
18-07-2019,114-6704978-3982641,USA,BROOKLYN,NY,BRO-HBMC-R,1,18.99,15.64,3.35,0.176408636
18-07-2019,114-1458330-0028241,USA,SAINT CLOUD,MN,3MM-1624W(B),1,14.99,14.53,0.46,0.030687125
18-07-2019,111-2261157-5277833,USA,WEBSTER SPRINGS,WV,3MM-H1547,1,4.5,3.94,0.56,0.124444444
18-07-2019,112-6497673-2226605,USA,Olathe,KS,3MM-1527-2,1,12,10.86,1.14,0.095
18-07-2019,112-6162821-9006663,USA,Warrenton,VA,TOR-MS407W(B),1,11.36,9.73,1.63,0.143485915
18-07-2019,112-0239317-8828260,USA,Tallahassee,FL,3MM-1624W(B),1,14.99,14.53,0.46,0.030687125
18-07-2019,114-4549194-7491427,USA,Syracuse,NE,3MM-1624W(20B),4,22,14.82,7.18,0.326363636
18-07-2019,114-4549194-7491427,USA,Syracuse,NE,3MM-1624W(20B),1,5.5,3.88,1.62,0.294545455
18-07-2019,112-3590233-7837018,USA,Waldorf,MD,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
18-07-2019,114-9770062-9290620,USA,HOFFMAN ESTATES,IL,3MM-H1626,1,5.32,5.03,0.29,0.054511278
18-07-2019,114-4564955-1817014,USA,San Diego,CA,BRO-HDFB-R,1,19.6,15.05,4.55,0.232142857
18-07-2019,112-5903458-9189854,USA,Wendell,NC,3MM-1626W(10),2,11.3,7.76,3.54,0.313274336
18-07-2019,114-8214486-5909828,USA,ALBANY,OR,3MM-1626W(10),1,5.68,4.38,1.3,0.228873239
18-07-2019,111-6975521-6697822,USA,MADISON,IL,3MM-1626W(10),1,5.68,4.38,1.3,0.228873239
18-07-2019,113-5999652-1376249,USA,ROCHESTER HILLS,MI,3MM-1626W(10),1,5.79,4.39,1.4,0.2417962
18-07-2019,113-8343426-4630667,USA,Santa Monica,CA,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
18-07-2019,112-1318444-3503465,USA,MOUNTAIN VIEW,CA,3MM-1626W(10),4,23.16,14.56,8.6,0.371329879
18-07-2019,113-3644468-3135441,USA,Stephenville,TX,MOL-281000,1,12,10.55,1.45,0.120833333
18-07-2019,113-4908688-0293008,USA,COON RAPIDS,MN,3MM-1624W(B),1,14.99,14.53,0.46,0.030687125
18-07-2019,113-3785328-6171457,USA,MERIDEN,CT,3MM-1527-2,1,12,10.86,1.14,0.095
18-07-2019,113-2608873-9285049,USA,SAN DIEGO,CA,3MM-1626W(10),1,6,4.41,1.59,0.265
18-07-2019,111-1592653-0070600,USA,BALA CYNWYD,PA,3MM-1624W(B),1,14.99,14.53,0.46,0.030687125
18-07-2019,112-8867341-8868208,USA,Salem,OR,3MM-1624W(B),1,14.99,14.53,0.46,0.030687125
18-07-2019,113-9606018-3646606,USA,TAMPA,FL,3MM-R1546(B),1,22.69,19.87,2.82,0.124283825
18-07-2019,111-8296887-0194624,USA,HAWORTH,NJ,3MM-H1626,1,5.3,5.02,0.28,0.052830189
18-07-2019,113-4357821-6697004,USA,HICKSVILLE,OH,3MM-1626W(10),2,11.28,7.76,3.52,0.312056738
18-07-2019,111-2405548-3585828,USA,ROUND LAKE,IL,3MM-1622W,1,22,19.75,2.25,0.102272727
18-07-2019,112-5261080-2296268,USA,EAST WENATCHEE,WA,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
18-07-2019,113-0978714-6820243,USA,WEST BLOOMFIELD,MI,3MM-1626W(10),1,5.68,4.38,1.3,0.228873239
18-07-2019,114-1824431-1047436,USA,NASHVILLE,TN,WEL-06000-800,1,11.3,10.7,0.6,0.053097345
18-07-2019,113-6834111-6608222,USA,SOUTH PASADENA,CA,3MM-R1547(10),1,5.77,5.1,0.67,0.116117851
18-07-2019,113-6315408-2993034,USA,LYNCHBURG,VA,3MM-R1546(B),1,22.69,19.87,2.82,0.124283825
18-07-2019,113-0656559-8344235,USA,marysville,MI,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
18-07-2019,113-0281918-3081807,USA,ONTARIO,CA,3MM-1527-2,1,12.05,14.86,-2.81,-0.233195021
18-07-2019,112-2805979-8126602,USA,COBLESKILL,NY,3MM-1626W(X2),1,30.8,29.02,1.78,0.057792208
18-07-2019,111-9738542-2617058,USA,HENRIETTA,NY,3MM-1624W(B),1,14.99,14.53,0.46,0.030687125
18-07-2019,112-7660894-3867434,USA,HORSHAM,PA,3MM-1624W,1,14.5,14.02,0.48,0.033103448
18-07-2019,113-9929172-6146624,USA,APEX,NC,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
18-07-2019,112-9767193-3032203,USA,LOWELL,MI,WEL-06000-800,1,11.3,10.7,0.6,0.053097345
18-07-2019,113-1850658-0040256,USA,HARVARD,IL,3MM-R1547(10),1,5.77,5.56,0.21,0.036395147
18-07-2019,113-1850658-0040256,USA,HARVARD,IL,3MM-R1547(10),1,5.77,3.64,2.13,0.36915078
18-07-2019,113-8409023-8097829,USA,PENSACOLA,FL,3MM-1626W(10),1,6,4.41,1.59,0.265
18-07-2019,111-1695507-6404242,USA,SAN ANTONIO,TX,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
18-07-2019,111-6292943-0505052,USA,LOS ANGELES,CA,PRK-12-02(X2),1,5,4.73,0.27,0.054
18-07-2019,114-5429971-5220242,USA,FAIRFIELD,OH,3MM-1624W(B),1,14.99,14.53,0.46,0.030687125
18-07-2019,112-9876047-3469046,USA,MYRTLE BEACH,SC,MOL-1434,1,17,15,2,0.117647059
18-07-2019,112-7106372-3562660,USA,PLEASANTON,CA,3MM-1626W(10),1,5.79,3.39,2.4,0.414507772
18-07-2019,112-7106372-3562660,USA,PLEASANTON,CA,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
18-07-2019,113-1547114-8136204,USA,OAKLAND,CA,3MM-1624W(20B),1,5.5,4.2,1.3,0.236363636
18-07-2019,113-1547114-8136204,USA,OAKLAND,CA,3MM-1624W(20B),1,5.5,3.88,1.62,0.294545455
18-07-2019,112-8214314-5333815,USA,PACIFICA,CA,MOL-1443,1,17.77,16.59,1.18,0.066404052
18-07-2019,111-4489527-3595407,USA,LEESBURG,VA,3MM-1624W,1,14.5,14.02,0.48,0.033103448
18-07-2019,114-4984958-7089841,USA,SAN DIEGO,CA,3MM-2560,1,7.55,6.22,1.33,0.17615894
18-07-2019,113-7045068-7483446,USA,UPPER MARLBORO,MD,BRO-HDFB-R,1,19.6,15.05,4.55,0.232142857
18-07-2019,112-7072521-0716269,USA,GRAYSON,GA,BRO-HNBO-R,1,21.24,18.14,3.1,0.145951036
18-07-2019,113-0227596-5840224,USA,EAGAN,MN,3MM-1527-2,1,12.04,15.48,-3.44,-0.285714286
18-07-2019,111-4573682-7342665,USA,Fullerton,CA,3MM-6155,1,149,139.16,9.84,0.066040268
18-07-2019,112-2239567-0105864,USA,WOODBRIDGE,VA,3MM-1626W(10),1,6,4.89,1.11,0.185
18-07-2019,112-2239567-0105864,USA,WOODBRIDGE,VA,3MM-1626W(10),1,6,2.93,3.07,0.511666667
18-07-2019,113-4953700-3853010,USA,Paoli,PA,3MM-R1547(10),1,5.77,5.1,0.67,0.116117851
18-07-2019,113-9662101-0881860,USA,BETHLEHEM,PA,3MM-R1547(10),1,5.77,8.24,-2.47,-0.428076256
18-07-2019,113-9662101-0881860,USA,BETHLEHEM,PA,3MM-R1547(10),9,51.93,33.76,18.17,0.349894088
18-07-2019,113-3691760-0916209,USA,ATLANTA,GA,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
18-07-2019,113-1636849-6981063,USA,MASSILLON,OH,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
18-07-2019,111-4783810-8589044,USA,Knoxville,TN,3MM-1624W(B),1,14.99,14.53,0.46,0.030687125
18-07-2019,111-8102369-4829010,USA,POTOMAC,MD,SOT-160214,1,27.17,27.12,0.05,0.001840265
18-07-2019,112-9486820-1217009,USA,SCHERTZ,TX,3MM-6155,1,149,139.16,9.84,0.066040268
18-07-2019,114-9779475-5702626,USA,LAS VEGAS,NV,TOR-MS408W,1,11.38,9.85,1.53,0.134446397
19-07-2019,113-9549817-6344250,USA,WAYNE,NJ,3MM-2560(X2),1,13.7,10.62,3.08,0.224817518
19-07-2019,111-0590000-1791430,USA,ridgewood,NY,MOL-281000,1,12.5,10.63,1.87,0.1496
19-07-2019,112-4553748-2400228,USA,DPO,AA,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
19-07-2019,112-3268907-4077832,USA,STATEN ISLAND,NY,HOL-7910(E),1,14.5,10.2,4.3,0.296551724
19-07-2019,114-2471600-2149063,USA,Edmond,OK,3MM-R1547(10),1,5.77,4.1,1.67,0.289428076
19-07-2019,112-9003973-5209013,USA,MCKINNEY,TX,3MM-1626W(X2B),1,31.34,29.1,2.24,0.071474154
19-07-2019,112-3238999-5098633,USA,DANBURY,CT,BRO-HBMC-R,1,18.99,15.64,3.35,0.176408636
19-07-2019,114-3452751-1684253,USA,SYRACUSE,NY,3MM-1624W(20B),1,5.5,4.54,0.96,0.174545455
19-07-2019,111-1706792-5786655,USA,NEW ALBANY,PA,3MM-1626W(X2B),1,31.34,29.1,2.24,0.071474154
19-07-2019,114-6370957-5271418,USA,bradenton,FL,3MM-2560(X2),1,13.7,10.62,3.08,0.224817518
19-07-2019,111-7620345-7324217,USA,PALMETTO,FL,3MM-R1547(10),1,5.77,5.1,0.67,0.116117851
19-07-2019,112-2411532-7562637,USA,MANCHESTER,CT,3MM-1626W(10),1,5.83,4.4,1.43,0.245283019
19-07-2019,114-5809831-8578659,USA,Aventura,FL,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
19-07-2019,111-2695136-4257860,USA,Tualatin,OR,3MM-R1547(10),1,5.75,5.43,0.32,0.055652174
19-07-2019,114-4129180-8109859,USA,WELLINGTON,FL,SOT-160214,1,27.17,27.12,0.05,0.001840265
19-07-2019,112-5438132-1808245,USA,HAYWARD,CA,3MM-R1547(10),2,11.54,9.2,2.34,0.202772964
19-07-2019,113-9081770-0019448,USA,Spokane,WA,3MM-R1546(B),1,22.69,19.87,2.82,0.124283825
19-07-2019,112-0084034-0569839,USA,WARNER ROBINS,GA,BRO-HNBO-R,1,21.24,18.14,3.1,0.145951036
19-07-2019,111-3065234-7147400,USA,ERLANGER,KY,3MM-2560(X2),1,13.7,10.62,3.08,0.224817518
19-07-2019,111-7771756-3314616,USA,CHANTILLY,VA,3MM-H1626,3,16.44,13.12,3.32,0.201946472
19-07-2019,112-2760041-8056249,USA,APTOS,CA,3MM-R1546(B),1,22.69,19.87,2.82,0.124283825
19-07-2019,113-4911810-2021038,USA,Benbrook,TX,3MM-2560,3,22.65,16.66,5.99,0.264459161
19-07-2019,112-0480871-1159443,USA,NEWBURY,MA,3MM-1624W(B),1,14.99,14.53,0.46,0.030687125
19-07-2019,112-3507544-2977046,USA,NEW SMYRNA BEACH,FL,3MM-2560,1,7.55,6.22,1.33,0.17615894
19-07-2019,114-3172137-5396214,USA,PITTSBURGH,PA,3MM-1626W(10),1,5.65,4.38,1.27,0.224778761
19-07-2019,114-9513848-5157853,USA,NEW ORLEANS,LA,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
19-07-2019,114-4395619-3997846,USA,Navarre,FL,3MM-R1547(10),1,5.77,5.1,0.67,0.116117851
19-07-2019,114-1642574-8764204,USA,NORTH RICHLAND HILLS,TX,3MM-R1547(10),1,5.77,5.1,0.67,0.116117851
19-07-2019,113-9684463-5077066,USA,Brooklyn,NY,MOL-281000,1,12.5,10.63,1.87,0.1496
19-07-2019,113-7697836-4466659,USA,NEW YORK,NY,3MM-2560(X2),3,41.1,29.86,11.24,0.273479319
19-07-2019,114-5150842-7951434,USA,DERBY,KS,3MM-R1547(10),1,5.77,5.1,0.67,0.116117851
19-07-2019,114-0585354-6924208,USA,LAFAYETTE,LA,3MM-R1547(10),1,5.76,5.1,0.66,0.114583333
19-07-2019,112-4049964-7901058,USA,GRANTS PASS,OR,3MM-R1547(10),1,5.75,4.56,1.19,0.206956522
19-07-2019,112-4049964-7901058,USA,GRANTS PASS,OR,3MM-R1547(10),1,5.75,4.64,1.11,0.193043478
19-07-2019,113-4410523-8381839,USA,EVART,MI,3MM-1626W(10),1,5.64,4.38,1.26,0.223404255
19-07-2019,113-6419857-0575431,USA,WALLED LAKE,MI,3MM-1626W(10),1,5.81,4.39,1.42,0.244406196
19-07-2019,112-3499143-1722662,USA,REDDING,CA,WEL-06000-800,2,22.6,20.4,2.2,0.097345133
19-07-2019,112-3046249-6796251,USA,STEVENSVILLE,MT,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
19-07-2019,112-8183427-2397068,USA,WOODSIDE,NY,3MM-R1547(10),2,11.5,9.2,2.3,0.2
19-07-2019,114-4057227-5210649,USA,LAS VEGAS,NV,3MM-R1547(10),1,5.75,6.09,-0.34,-0.059130435
19-07-2019,114-9849131-7371458,USA,ROWLEY,MA,SOT-160214,1,27.17,27.12,0.05,0.001840265
19-07-2019,113-5946093-8192210,USA,HINESVILLE,GA,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
19-07-2019,112-6858326-3327444,USA,VICTORVILLE,CA,BRO-HBMC-R,1,18.99,15.64,3.35,0.176408636
19-07-2019,114-5794131-6141804,USA,EDMOND,OK,3MM-1624W(20B),1,5.5,4.54,0.96,0.174545455
19-07-2019,112-2940257-5259402,USA,ELMHURST,NY,3MM-R1546(B),1,22.69,19.87,2.82,0.124283825
19-07-2019,114-4604922-1877048,USA,MILFORD,DE,3MM-1624W(20B),1,5.5,4.54,0.96,0.174545455
19-07-2019,112-2413544-7769847,USA,SCITUATE,MA,3MM-R1547(10),1,5.77,5.1,0.67,0.116117851
19-07-2019,111-7571592-3269831,USA,Shinglehouse,PA,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
19-07-2019,112-9288876-1663417,USA,KINGWOOD,TX,BRO-HDFB-R,1,19.6,15.05,4.55,0.232142857
19-07-2019,111-2340785-5370607,USA,BELGRADE,MN,TOR-MS407W(B),2,22.72,18.46,4.26,0.1875
19-07-2019,113-1059431-9001005,USA,Holland,MI,3MM-1626W(10),1,5.64,4.38,1.26,0.223404255
19-07-2019,112-1237923-5024225,USA,PLYMOUTH,MA,WEL-06000-800,1,11.3,10.7,0.6,0.053097345
19-07-2019,111-8119336-5257838,USA,TACOMA,WA,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
19-07-2019,112-6955624-9860255,USA,BELFAIR,WA,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
19-07-2019,112-1452183-2765853,USA,Santa Monica,CA,3MM-R1546(B),1,22.69,19.87,2.82,0.124283825
19-07-2019,114-9245972-6884251,USA,Andover,MA,3MM-1624W,1,14.77,14.05,0.72,0.048747461
19-07-2019,114-5418331-9287468,USA,Big Sandy,MT,3MM-1626W(10),5,28.4,17.9,10.5,0.36971831
19-07-2019,111-3853617-7276212,USA,ALEXANDRIA,VA,3MM-1624W(20B),1,5.5,4.54,0.96,0.174545455
19-07-2019,113-7110340-5657034,USA,RAYMOND,NH,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
19-07-2019,111-7425407-3582653,USA,HARRISON,NJ,BRO-HNBO-R,2,42.48,36.73,5.75,0.135357815
19-07-2019,111-5304165-9685859,USA,BURBANK,CA,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
19-07-2019,111-8124825-7025824,USA,SAN DIEGO,CA,3MM-1527-2,1,12,10.86,1.14,0.095
19-07-2019,113-8780624-0138633,USA,WOODINVILLE,WA,3MM-R1547(10),1,5.77,5.1,0.67,0.116117851
19-07-2019,114-8251435-6405839,USA,SAN DIEGO,CA,3MM-1624W(B),1,14.99,14.53,0.46,0.030687125
19-07-2019,111-1827079-0101064,USA,OZARK,MO,3MM-1624W(B),1,14.99,14.53,0.46,0.030687125
19-07-2019,112-5834184-2237006,USA,BETHANY,OK,3MM-1624W(B),1,14.99,14.53,0.46,0.030687125
19-07-2019,112-8304546-7681055,USA,HUNTSVILLE,AL,BRO-HBMC-R,1,18.99,15.64,3.35,0.176408636
19-07-2019,113-1916181-7545054,USA,Leetonia,OH,3MM-1624W(B),1,14.99,20.52,-5.53,-0.368912608
19-07-2019,112-1481312-5326649,USA,CAMERON,TX,3MM-1626W(10),1,5.68,4.38,1.3,0.228873239
19-07-2019,112-5065596-2938637,USA,CHICAGO,IL,3MM-1626W(X2B),1,31.34,29.1,2.24,0.071474154
19-07-2019,112-2731076-4503435,USA,GREENSBURG,PA,BRO-HGCS-R,1,17.66,15.68,1.98,0.11211778
19-07-2019,114-1271498-8787464,USA,MIDLOTHIAN,VA,3MM-1626W(10),2,10.88,7.74,3.14,0.288602941
19-07-2019,113-2773266-2815403,USA,Ainsworth,NE,3MM-1624W(B),2,29.98,29.06,0.92,0.030687125
19-07-2019,114-4619472-3612236,USA,COTO DE CAZA,CA,3MM-2560(X2),1,13.7,10.62,3.08,0.224817518
19-07-2019,114-0464406-3016236,USA,CEDAR RAPIDS,IA,3MM-R1546(B),1,22.69,19.87,2.82,0.124283825
19-07-2019,114-1218364-9699434,USA,ELLWOOD CITY,PA,CON-183910,1,11.86,8.8,3.06,0.258010118
19-07-2019,114-4810354-1118627,USA,CHICAGO,IL,3MM-1624W(B),1,14.99,14.53,0.46,0.030687125
19-07-2019,112-0432264-3799417,USA,Chromo,CO,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
19-07-2019,113-7837684-2921864,USA,INDIANAPOLIS,IN,3MM-1527-2,1,12,10.86,1.14,0.095
19-07-2019,114-4594197-6816247,USA,Painesville,OH,3MM-1624W(20),1,5,4.08,0.92,0.184
19-07-2019,112-8561324-8328223,USA,RANCHO CUCAMONGA,CA,3MM-1624W,1,14.5,14.02,0.48,0.033103448
19-07-2019,112-3731084-5005834,USA,EDGEWATER,FL,3MM-1624W,1,14.5,14.02,0.48,0.033103448
19-07-2019,113-7208668-5154659,USA,LONG BEACH,CA,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
19-07-2019,111-1791860-9527459,USA,BURKE,NY,CON-183910,1,11.86,8.8,3.06,0.258010118
19-07-2019,112-3232199-4644236,USA,HUNTINGTON BEACH,CA,WEL-06000-800,5,56.5,49.5,7,0.123893805
19-07-2019,111-4001311-7250637,USA,Silver Spring,MD,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
19-07-2019,111-9981039-6448260,USA,GLENDALE,CA,3MM-1626W(10),1,5.56,4.37,1.19,0.214028777
19-07-2019,112-4642025-3759440,USA,CASTAIC,CA,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
19-07-2019,111-3355607-3402655,USA,MAYFLOWER,AR,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
19-07-2019,114-9258072-0007430,USA,ASTORIA,OR,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
19-07-2019,114-2056385-5931463,USA,INGLEWOOD,CA,BRO-HBMC-R,1,18.99,15.64,3.35,0.176408636
19-07-2019,112-2451064-0108221,USA,OAK HARBOR,WA,3MM-1626W(10),1,5.87,4.4,1.47,0.250425894
19-07-2019,114-1468853-5706626,USA,PENDLETON,OR,3MM-1626W(10),3,17.04,11.14,5.9,0.346244131
19-07-2019,113-8926752-0790658,USA,Redmond,WA,MOL-1443,1,17.77,16.59,1.18,0.066404052
19-07-2019,111-2683046-2254618,USA,SUWANEE,GA,SOT-160214,1,27.17,27.12,0.05,0.001840265
19-07-2019,112-0774732-7895412,USA,ASHBURN,VA,3MM-R1547(10),2,11.5,9.2,2.3,0.2
19-07-2019,113-0476328-6519462,USA,FORT WORTH,TX,3MM-1626W(X2B),2,62.68,58.2,4.48,0.071474154
19-07-2019,112-4874512-9036264,USA,Mount Vernon,OH,TOR-MS407W(B),1,11.09,9.69,1.4,0.126239856
19-07-2019,114-1158902-5461013,USA,WEST LAFAYETTE,IN,3MM-R1546(B),2,45.38,39.74,5.64,0.124283825
19-07-2019,113-4624110-1136235,USA,WHITMORE LAKE,MI,3MM-1626W(10),1,5.68,4.38,1.3,0.228873239
19-07-2019,113-9513638-4077866,USA,GRAND JUNCTION,CO,3MM-1624W(20B),2,11,8.08,2.92,0.265454545
19-07-2019,114-7432531-7606601,USA,Hinsdale,IL,BRO-HRLC-R,1,18.82,15.73,3.09,0.164187035
19-07-2019,114-9527646-5048208,USA,LAGUNA BEACH,CA,3MM-1626W(10),1,6,4.41,1.59,0.265
19-07-2019,112-4778589-9296240,USA,BELOIT,WI,3MM-1624W(20B),1,5.5,4.54,0.96,0.174545455
19-07-2019,113-7561614-7641063,USA,BROOKLYN,OH,MOL-281000,1,12,10.55,1.45,0.120833333
19-07-2019,112-1808138-3618652,USA,HANOVER,MN,TOR-MS407W(B),1,11.36,10.72,0.64,0.056338028
19-07-2019,114-8017014-3896225,USA,lancaster,CA,3MM-2560(X2),1,13.7,10.62,3.08,0.224817518
19-07-2019,113-2527226-8235444,USA,HENDERSONVILLE,TN,WEL-06000-800,1,11.3,10.7,0.6,0.053097345
19-07-2019,114-4555024-4443435,USA,ROXBURY,CT,3MM-1626W(10),1,5.5,4.37,1.13,0.205454545
19-07-2019,114-8257299-7197866,USA,Madison,WI,3MM-R1547(10),1,5.75,5.1,0.65,0.113043478
19-07-2019,111-1937839-9404245,USA,Spring Hill,KS,3MM-1624W(20B),1,5.5,4.54,0.96,0.174545455
19-07-2019,113-4902120-1569014,USA,SKOKIE,IL,MOL-1434,1,17,15,2,0.117647059
19-07-2019,111-4384993-7515455,USA,Portsmouth,OH,CON-183910,2,23.72,16.6,7.12,0.300168634
