date,type,order id,sku,quantity,product sales
13-Jan-19,Order,112-8113553-8610624,3MM-2560(50),1,7.75
13-Jan-19,Order,112-5871365-4360268,3MM-2560(50),10,77.5
13-Jan-19,Refund,112-4570725-9469039,3M-2113R,1,-79
13-Jan-19,Order,112-2270975-5329003,3MM-2560(100),5,68.1
13-Jan-19,Order,114-3645707-6995428,3M-1539,1,16.68
13-Jan-19,Order,114-5581925-9337048,WEL-52432-U,1,33.5
13-Jan-19,Order,111-6156024-6378617,3M-1539,1,16.68
13-Jan-19,Order,111-6714093-1135441,3M-2863(2),1,10.4
13-Jan-19,Order,114-2700971-1006617,3MM-1626W(10),2,12.96
13-Jan-19,Order,114-9264580-7294622,3MM-2866,1,10
13-Jan-19,Order,112-9469910-3234627,MDL-NON80328,1,7.69
13-Jan-19,Order,114-7107989-7844222,3MM-1626W(10),1,6.48
13-Jan-19,Order,113-5640567-1389018,3M-1539,1,16.68
13-Jan-19,Order,113-7938883-8088247,SOT-166130,1,78.15
13-Jan-19,Order,114-8083598-7038615,3MM-R1547(50 Pack),1,26.08
13-Jan-19,Order,112-6871737-8489861,3M-1539,1,16.68
13-Jan-19,Order,112-1353355-2253806,3MM-1626W(10),1,6.48
13-Jan-19,Order,113-7951461-2913800,MOL-1443-1,1,20.14
13-Jan-19,Order,112-9113753-4548247,3MM-1626W,2,35.8
13-Jan-19,Order,112-6221681-9465867,3MM-1626W(10),2,12.96
13-Jan-19,Order,111-6874511-0475461,3M-1539,1,16.68
13-Jan-19,Order,113-4628701-8853828,3MM-1626W-25 Pack,1,10.35
13-Jan-19,Order,112-9894260-3533838,3MM-1626W(10),1,6.48
13-Jan-19,Order,112-0466323-4570606,3MM-1626W(10),1,6.48
13-Jan-19,Order,111-3992206-0651456,SOT-166130,1,78.15
13-Jan-19,Order,113-5336972-8549018,SOT-166130,1,78.15
13-Jan-19,Order,111-2402229-7738615,CON-187660-1,1,12.59
13-Jan-19,Order,111-2402229-7738615,CON-187660-1,1,12.59
13-Jan-19,Order,112-6744856-0891423,SOT-166130,1,78.15
13-Jan-19,Order,112-8166830-3701043,3M-1539(20),1,20.5
13-Jan-19,Order,112-8166830-3701043,3M-1539(20),1,20.5
13-Jan-19,Order,112-1500155-3872233,3M-2863(2),1,10.4
13-Jan-19,Order,112-1115223-1899450,SOT-140176,1,32.95
13-Jan-19,Order,113-2972807-7118615,3MM-R1547(50 Pack),1,26.08
13-Jan-19,Order,112-5272798-1113862,3M-1539,1,16.68
13-Jan-19,Order,114-4189348-0125021,MDL-NON80328,2,15.38
13-Jan-19,Order,112-8183507-2652231,MOL-1451,1,20.01
13-Jan-19,Order,111-9296858-4661024,3M-1539,1,16.68
13-Jan-19,Refund,114-5523259-0953032,MCR-1577,1,-44.88
13-Jan-19,Order,114-9127452-5198665,MDL-NON80328,1,7.69
13-Jan-19,Order,114-3781963-3708207,3MM-1626W(10),2,12.96
13-Jan-19,Order,112-7722469-8565845,MDL-NON80328,1,7.69
13-Jan-19,Order,112-5027144-9919408,CON-187660-1,1,12.59
13-Jan-19,Order,113-3175135-4509048,3M-2863(2),1,10.4
13-Jan-19,Order,113-3175135-4509048,3M-2863(2),1,10.4
13-Jan-19,Order,112-7497599-3493856,3MM-1626W-25 Pack,1,10.35
13-Jan-19,Order,112-1967518-5410667,3M-2113R,1,79
13-Jan-19,Order,113-8691821-5467453,3M-2863(2),1,10.4
13-Jan-19,Order,112-3963883-3463427,3MM-1626W,3,53.85
13-Jan-19,Order,112-3963883-3463427,3MM-1626W,2,35.9
13-Jan-19,Order,114-8405445-0173802,3M-2113R,1,79
13-Jan-19,Order,113-9387086-7061831,3MM-1626W(10),2,12.96
13-Jan-19,Order,113-5271022-8949858,MOL-1443-1,1,20.14
13-Jan-19,Order,113-9880385-8335465,3M-1539,1,16.68
13-Jan-19,Order,113-9978228-9761045,MDL-NON80328,1,7.69
13-Jan-19,Order,112-3101144-9878621,3MM-1626W,1,17.9
13-Jan-19,Order,111-6253482-0664207,3MM-1626W(10),1,6.48
13-Jan-19,Order,111-9492202-7478641,MOL-295600,1,44
13-Jan-19,Order,111-8417081-4053035,CON-187660-1,1,12.59
13-Jan-19,Order,114-2765642-3547404,3MM-1626W-25 Pack,2,20.7
13-Jan-19,Order,113-0298507-4489015,WEL-52432-U,1,33.5
13-Jan-19,Order,114-1031290-7293024,MDL-NON80328,1,7.69
13-Jan-19,Order,113-0442888-1321000,MOL-281000,1,14
13-Jan-19,Order,112-9763666-1769053,CON-187660-1,1,12.59
14-Jan-19,Order,112-8805998-9378619,MDL-NON80328,1,8.01
14-Jan-19,Order,113-6581736-2845854,3M-2863(2),1,10.4
14-Jan-19,Order,112-8563584-9730651,3MM-B1551,1,33.13
14-Jan-19,Order,111-2386691-3810622,3M-2863(2),1,10.4
14-Jan-19,Order,114-8970437-9965066,MOL-281100,2,27.98
14-Jan-19,Order,114-6242735-9865841,3M-1539,1,16.68
14-Jan-19,Order,113-8119881-6722642,3M-2863(2),1,10.4
14-Jan-19,Order,112-9757523-7624211,3M-1539,1,16.68
14-Jan-19,Order,114-4114786-8086631,3MM-1626W-25 Pack,1,10.35
14-Jan-19,Order,112-9746302-0016269,3MM-1626W(10),1,6.48
14-Jan-19,Order,111-3898074-2313045,3M-1539,1,16.68
14-Jan-19,Order,111-2589956-2637800,3M-2113R,1,79
14-Jan-19,Order,114-6262146-9335416,3M-2863(2),1,10.4
14-Jan-19,Order,113-2261269-6823427,3M-2863(2),1,10.4
14-Jan-19,Order,113-8123975-0596236,3MM-2560(100),1,13.6
14-Jan-19,Order,114-3671280-8958639,3MM-1626W(10),1,6.48
14-Jan-19,Order,111-4354609-5305019,3MM-1626W,1,17.9
14-Jan-19,Order,111-1257203-8315462,3MM-1626W(10),5,32.4
14-Jan-19,Order,112-2283639-5720226,3MM-1626W,1,17.9
14-Jan-19,Order,113-9213300-1261855,3M-2863(2),1,10.4
14-Jan-19,Order,114-3273586-0224236,3MM-R1547(50 Pack),1,26.45
14-Jan-19,Order,111-2161532-2850655,3M-2863(2),1,10.4
14-Jan-19,Order,111-7260211-1273809,3MM-2560(100),3,40.8
14-Jan-19,Order,114-2330600-9798669,3MM-2560(100),1,13.6
14-Jan-19,Order,112-4437174-9165057,3MM-1626W(10),1,6.48
14-Jan-19,Order,112-7213439-9004268,3MM-2862(2),1,8.49
14-Jan-19,Order,111-0914272-4982614,MDL-NON80328,1,7.69
14-Jan-19,Order,113-2371847-5817845,MOL-281000,1,14
14-Jan-19,Order,113-5917745-2565810,MDL-NON80328,1,7.48
14-Jan-19,Order,113-5917745-2565810,MDL-NON80328,1,7.48
14-Jan-19,Order,111-0820480-7658636,MOL-295600,1,44
14-Jan-19,Order,113-9598286-5430658,3M-1539,1,16.68
14-Jan-19,Order,113-7239113-3681841,3MM-2862(2),1,8.49
14-Jan-19,Order,112-0622649-9089023,MDL-NON80328,1,7.98
14-Jan-19,Order,112-1605895-7533820,3MM-1626W(10),1,6.48
14-Jan-19,Order,114-5859560-6029856,3MM-1626W,1,17.9
14-Jan-19,Order,111-1284829-1916232,3MM-2862(2),1,8.49
14-Jan-19,Order,111-0561597-0001060,3MM-2560(100),2,27.2
14-Jan-19,Order,111-0561597-0001060,3MM-2560(100),6,81.6
14-Jan-19,Order,111-0561597-0001060,3MM-2560(100),2,27.2
14-Jan-19,Order,114-9983874-7412227,3MM-1626W(10),2,12.96
14-Jan-19,Order,113-0794468-9614613,3MM-1626W(10),1,6.48
14-Jan-19,Order,113-1274702-5972209,3MM-1626W,1,17.9
14-Jan-19,Order,112-8505271-9095424,CON-187660-1,1,12.59
14-Jan-19,Order,111-1738065-2676248,3MM-1626W(10),1,6.48
14-Jan-19,Order,114-7758356-9886657,3MM-2862(2),1,8.49
14-Jan-19,Order,111-0361619-9934653,MOL-295600,6,264
14-Jan-19,Order,111-2933324-3432263,SOT-140176,1,32.95
14-Jan-19,Order,112-8591031-3457042,3MM-1626W(10),1,6.48
14-Jan-19,Order,112-8591031-3457042,3MM-1626W(10),2,12.96
14-Jan-19,Order,114-9092480-2245824,WEL-52432-U,1,33.5
14-Jan-19,Order,111-3064996-6764219,3MM-1626W(10),2,12.96
14-Jan-19,Order,113-1808780-1305850,MDL-NON80328,1,7.69
14-Jan-19,Order,113-8736779-4085019,3M-1539,1,16.68
14-Jan-19,Order,114-6420728-2093068,MDL-NON80328,1,7.24
14-Jan-19,Order,113-2119547-8977043,MOL-1451,1,20.01
14-Jan-19,Order,113-8217864-9258619,3M-1539(20),1,20.5
14-Jan-19,Order,113-8217864-9258619,3M-1539(20),1,20.5
14-Jan-19,Order,113-8217864-9258619,3M-1539(20),1,20.5
14-Jan-19,Order,113-8217864-9258619,3M-1539(20),1,20.5
14-Jan-19,Order,114-8329653-9562652,MDL-NON80328,1,7
14-Jan-19,Refund,111-5426567-6279425,3M-2113R,1,-74.99
14-Jan-19,Order,114-5268583-0713027,MOL-1437-1,2,59
14-Jan-19,Order,111-7309038-9133035,MDL-NON80328,1,7.97
14-Jan-19,Order,111-1091753-4993845,3MM-1626W(10),1,6.48
14-Jan-19,Order,112-0006807-1350634,3MM-1626W(10),1,6.48
14-Jan-19,Order,112-6935157-2182643,3MM-1626W(10),2,12.96
14-Jan-19,Order,114-1236066-2890649,3M-2113,1,79
14-Jan-19,Order,113-4990599-2313022,3M-2863(2),1,10.4
14-Jan-19,Order,111-0378221-7481850,SOT-140176,1,32.95
14-Jan-19,Order,112-8286970-3731456,3MM-2560(100),1,13.6
14-Jan-19,Order,113-9788646-9775436,WEL-52432-U,1,33.5
14-Jan-19,Order,112-6559382-2949812,3MM-2560(100),1,13.6
14-Jan-19,Order,112-6351420-3981807,MDL-NON80328,1,7
14-Jan-19,Order,113-6926018-7899431,3MM-1626W,1,17.9
14-Jan-19,Order,113-4209584-9933068,3MM-1626W,1,17.9
14-Jan-19,Order,111-9540186-8958634,3MM-2866,3,30.06
14-Jan-19,Order,111-9540186-8958634,3MM-2866,1,10.02
14-Jan-19,Order,111-0797262-5995440,MDL-NON80328,1,7
14-Jan-19,Order,112-0040750-4637850,3MM-1626W(10),1,6.48
14-Jan-19,Order,111-7661944-6453053,MDL-NON80328,1,7.2
14-Jan-19,Order,113-3690020-8006649,3M-1539,1,16.68
14-Jan-19,Order,112-3082507-1645023,3M-1539,1,16.68
14-Jan-19,Refund,114-6761949-2149021,MOL-281000,2,-28
14-Jan-19,Order,114-3925141-6949046,3M-2863(2),1,10.4
15-Jan-19,Order,113-5267516-7596221,MOL-281000,2,28
15-Jan-19,Order,111-2325668-8789008,MOL-281000,1,14
15-Jan-19,Order,112-8238053-5494649,MDL-NON80328,1,7.05
15-Jan-19,Order,113-2827608-2596204,3MM-1626W-25 Pack,1,10.35
15-Jan-19,Order,111-0534113-8629834,3MM-2560(50),1,7.75
15-Jan-19,Order,111-5856899-8901044,MDL-NON80328,1,7
15-Jan-19,Order,111-5122585-6589019,3M-2863(2),1,10.4
15-Jan-19,Order,113-0774603-4151462,3M-1539,1,16.68
15-Jan-19,Order,111-0040471-4582664,MDL-NON80328,1,7
15-Jan-19,Order,111-0040471-4582664,MDL-NON80328,1,7
15-Jan-19,Order,111-0754304-2869009,MOL-1443-1,1,20.14
15-Jan-19,Order,114-6886830-4861000,MOL-281000,1,14
15-Jan-19,Order,112-0525656-6084257,3MM-1626W,1,17.9
15-Jan-19,Order,113-6845996-7540264,WEL-52432-U,1,33.5
15-Jan-19,Order,112-1298415-8885835,MDL-NON80328,1,7
15-Jan-19,Order,112-2427074-8825801,MDL-NON80328,1,7
15-Jan-19,Order,114-7431692-7297037,MOL-281200-1,2,28
15-Jan-19,Order,112-0551798-8809819,WEL-52432-U,1,33.5
15-Jan-19,Order,112-0551798-8809819,WEL-52432-U,1,33.5
15-Jan-19,Order,114-6160943-3165865,MDL-NON80328,1,7.69
15-Jan-19,Order,111-0888425-6009844,WEL-52432-U,3,100.5
15-Jan-19,Order,113-8252537-3088204,3MM-1626W(10),1,6.4
15-Jan-19,Order,111-7387429-9140248,3M-1539,1,16.68
15-Jan-19,Order,113-3143850-8323461,3MM-1626W-25 Pack,1,10.35
15-Jan-19,Order,114-4078690-0887446,3M-2863(2),1,10.4
15-Jan-19,Order,114-1348008-0864234,3MM-1626W,1,17.9
15-Jan-19,Order,112-0477276-9460258,MDL-NON80328,1,7
15-Jan-19,Order,113-7948611-3930645,3M-2863(2),1,10.4
15-Jan-19,Order,112-3125334-6107416,3M-1539(20),1,20.5
15-Jan-19,Order,111-3121426-5253835,3M-2863(2),1,10.4
15-Jan-19,Order,111-2766742-7341022,MDL-NON80328,1,7
15-Jan-19,Order,113-9320027-8955437,3MM-1626W,1,17.9
15-Jan-19,Order,112-3545356-7873813,SOT-140176,1,32.95
15-Jan-19,Order,111-6219978-2245044,3M-1539,1,16.68
15-Jan-19,Order,113-1875458-3702660,MDL-NON80328,1,7
15-Jan-19,Order,113-2023317-2133800,3MM-2560(100),1,13.6
15-Jan-19,Order,113-4689387-0271441,3M-1539(20),1,20.5
15-Jan-19,Order,113-4689387-0271441,3M-1539(20),1,20.5
15-Jan-19,Order,113-4422738-2245051,3MM-B1551,1,31.89
15-Jan-19,Order,111-7021450-5811430,MDL-NON80328,1,7
15-Jan-19,Order,114-4150562-3164253,MDL-NON80328,1,7
15-Jan-19,Order,112-1042225-9121826,WEL-52432-U,1,33.5
15-Jan-19,Order,112-1042225-9121826,WEL-52432-U,1,33.5
15-Jan-19,Order,111-6997217-9457046,MOL-1443-1,1,20.14
15-Jan-19,Order,114-4829678-5030639,3MM-2560(50),1,7.75
15-Jan-19,Order,114-7707672-9684209,3M-1539,1,16.68
15-Jan-19,Order,113-1732001-8404237,MDL-NON80328,1,7
15-Jan-19,Order,113-7367077-6021053,MOL-1443-1,1,20.14
15-Jan-19,Order,111-7926705-7877046,MOL-1437-1,1,29.46
15-Jan-19,Order,113-1192162-8763412,MDL-NON80328,1,7
15-Jan-19,Order,112-2576658-9509037,3MM-1626W(10),1,6.48
15-Jan-19,Order,111-7669217-8407434,MDL-NON80328,1,7
15-Jan-19,Order,114-2200676-9268234,3MM-1626W,1,17.9
15-Jan-19,Order,113-7006189-6075417,MOL-1443-1,4,80.56
15-Jan-19,Order,112-6873748-6326665,3M-2863(2),3,31.2
15-Jan-19,Order,111-9831817-7197861,MOL-281200-1,1,14
15-Jan-19,Order,111-6489865-5572237,3M-2113,1,79
15-Jan-19,Order,114-5626211-4845818,MOL-295600,2,88
15-Jan-19,Order,113-7731089-0398659,MOL-281200-1,1,14
15-Jan-19,Order,112-0917887-8413012,MOL-1437-1,1,29.45
15-Jan-19,Order,114-7621923-5528264,MDL-NON80328,1,7
15-Jan-19,Order,114-1795572-9065040,3MM-1626W(Double Pack-2),1,36.35
15-Jan-19,Order,111-9766663-4914629,3MM-1626W(10),1,6.09
15-Jan-19,Order,111-4594261-6802603,WEL-52432-U,1,33.5
15-Jan-19,Order,114-9915074-6687405,MDL-NON80328,1,7
15-Jan-19,Order,111-2526219-4133867,MDL-NON80328,1,7
15-Jan-19,Order,111-3864760-0590652,3MM-1626W-25 Pack,1,10.35
15-Jan-19,Refund,114-9311184-7197009,WEL-52432-U,1,-33.5
15-Jan-19,Order,114-3320337-2637004,MDL-NON80328,1,7
15-Jan-19,Order,112-7414800-7941851,3MM-1626W(10),1,6.09
15-Jan-19,Order,111-6127866-7349821,3MM-2560(100),1,13.6
15-Jan-19,Order,112-8668544-0113862,3MM-1626W-25 Pack,2,20.7
15-Jan-19,Order,111-7132856-5305049,3MM-2862(2),1,8.49
15-Jan-19,Order,114-8000337-6799466,3MM-1626W(10),1,6.09
15-Jan-19,Order,113-8064647-9762623,3M-2863(2),1,10.4
15-Jan-19,Order,111-0397174-6881040,MDL-NON80328,1,7
15-Jan-19,Order,111-0051258-1728219,3MM-1626W(10),1,6.09
15-Jan-19,Order,113-4821453-0520262,MDL-NON80328,1,7
15-Jan-19,Order,113-1024710-7120213,WEL-52432-U,1,33.5
15-Jan-19,Order,111-2157813-2696223,3MM-1626W,1,17.9
15-Jan-19,Order,112-5439647-3609015,MDL-NON80328,1,7
15-Jan-19,Order,112-5439647-3609015,MDL-NON80328,1,7
15-Jan-19,Order,111-5117486-6538638,3M-1539,2,33.36
15-Jan-19,Order,112-9567788-6555438,MOL-281000,1,14
15-Jan-19,Order,111-6789642-9729846,3MM-1626W(10),1,6.09
15-Jan-19,Order,111-9970127-3821849,MDL-NON80328,1,7
15-Jan-19,Order,114-9965847-4746665,3M-2863(2),2,20.8
15-Jan-19,Order,112-8153770-7968241,MDL-NON80328,1,7
15-Jan-19,Order,111-8583967-0917841,MOL-295600,2,88
15-Jan-19,Order,112-8553456-2872227,3M-2863(2),1,10.4
15-Jan-19,Order,111-2845676-8417007,MDL-NON80328,1,7.5
15-Jan-19,Order,111-6744601-7789031,MDL-NON80328,1,7.45
15-Jan-19,Order,113-6163960-6093051,3M-1539,1,16.68
15-Jan-19,Order,111-9061103-3693000,3MM-1626W(Double Pack-2),1,36.35
15-Jan-19,Order,111-9061103-3693000,3MM-1626W(Double Pack-2),1,36.35
15-Jan-19,Order,113-0492476-0134638,3MM-1626W(10),1,6.09
15-Jan-19,Order,111-0924731-2393814,3MM-2560(100),1,13.6
15-Jan-19,Order,112-6195249-6539420,3MM-1626W-25 Pack,1,10.35
15-Jan-19,Order,114-5083383-7349806,MDL-NON80328,1,7
15-Jan-19,Order,112-1309274-1048200,3M-2863(2),1,10.4
15-Jan-19,Order,112-1421011-0594613,MDL-NON80328,1,7.5
15-Jan-19,Order,112-7890517-7566638,3M-2113R,1,79
15-Jan-19,Order,113-9785851-1345029,MDL-NON80328,1,7
15-Jan-19,Order,111-1252201-5951418,MDL-NON80328,1,7
15-Jan-19,Order,111-6759467-8255417,MDL-NON80328,1,7
15-Jan-19,Order,111-6759467-8255417,MDL-NON80328,1,7
15-Jan-19,Order,114-4878158-2987463,CON-187660-1,1,12.59
15-Jan-19,Order,114-9773204-3831456,3MM-2560(100),1,13.6
15-Jan-19,Order,112-1149152-9545821,MOL-295600,1,44
15-Jan-19,Order,111-8214148-1637025,MDL-NON80328,1,7.5
15-Jan-19,Order,112-9167706-9332256,MOL-281000,2,28
15-Jan-19,Order,113-4299673-5387436,WEL-52432-U,1,33.5
15-Jan-19,Order,112-9377783-2832202,MDL-NON80328,1,7
15-Jan-19,Order,112-1175094-7707403,3M-1539,1,16.68
15-Jan-19,Order,112-1304782-9078644,3M-2863(2),1,10.4
15-Jan-19,Order,112-1753106-2693810,3MM-1626W(10),2,12.18
15-Jan-19,Order,113-2412255-1464268,MOL-281000,1,14
15-Jan-19,Order,114-4759541-2697835,3MM-1626W(10),1,6.09
15-Jan-19,Order,114-4759541-2697835,3MM-1626W(10),1,6.09
16-Jan-19,Order,111-2762441-2277833,MOL-1437-1,1,29.45
16-Jan-19,Order,114-1384446-6989861,MOL-281000,2,28
16-Jan-19,Order,111-8600602-4223401,3MM-1626W(10),2,12.18
16-Jan-19,Order,111-2408986-6519464,MDL-NON80328,1,7.25
16-Jan-19,Order,113-0251975-9157801,MDL-NON80328,1,7.5
16-Jan-19,Order,114-6623012-2193006,3MM-1626W(10),1,6.4
16-Jan-19,Order,111-3354871-5620236,MOL-281000,1,14
16-Jan-19,Order,113-1184353-7152264,3MM-2560(100),4,54.4
16-Jan-19,Order,114-8691844-5007413,3MM-1626W(10),1,6.09
16-Jan-19,Order,111-7229917-0232267,3MM-1626W(Double Pack-2),1,36.35
16-Jan-19,Order,114-8016880-2289858,3M-1539,1,16.68
16-Jan-19,Order,111-0125607-5928231,3MM-1626W(10),1,6.09
16-Jan-19,Order,111-8024872-9953826,3MM-R1547(50 Pack),2,52.16
16-Jan-19,Order,114-6218209-6317019,WEL-52432-U,1,35
16-Jan-19,Order,111-0087928-2017045,3M-2863(2),1,10.4
16-Jan-19,Order,112-0777662-2681802,3M-2863(2),1,10.4
16-Jan-19,Order,113-4987464-5402638,MDL-NON80328,1,7
16-Jan-19,Order,114-3577057-8699465,3MM-2862(3),1,11.45
16-Jan-19,Order,111-6572974-7449845,3MM-1626W-25 Pack,1,10.35
16-Jan-19,Order,113-6861518-0869003,3MM-1626W-25 Pack,1,10.35
16-Jan-19,Order,111-2916267-7424219,MOL-281000,2,28
16-Jan-19,Order,112-1585686-8050625,3MM-1626W(10),1,6.09
16-Jan-19,Order,114-9298790-2835457,MDL-NON80328,1,7.5
16-Jan-19,Order,111-2038241-6577812,MDL-NON80328,1,7.5
16-Jan-19,Order,111-9135317-2677003,WEL-52432-U,2,67
16-Jan-19,Order,113-5828450-6643450,3MM-2560(100),1,13.6
16-Jan-19,Order,111-2412231-2426668,3MM-1626W,1,17.9
16-Jan-19,Order,114-1768615-2689812,3M-2863(2),1,10.4
16-Jan-19,Order,112-2155586-7369067,MDL-NON80328,1,7
16-Jan-19,Order,112-2702643-3122642,3MM-1626W(10),2,12.18
16-Jan-19,Order,111-0212480-3953803,MDL-NON80328,1,7
16-Jan-19,Order,114-9668508-3005035,3M-2863(2),4,41.6
16-Jan-19,Order,111-5304732-2265809,3MM-1626W(10),5,32.4
16-Jan-19,Order,114-4963328-3223430,WEL-52432-U,1,33.5
16-Jan-19,Order,111-4295933-4853831,3MM-2862(2),1,8.45
16-Jan-19,Order,114-0361609-7677827,MDL-NON80328,1,7.5
16-Jan-19,Order,113-3847224-2986616,3MM-2862(2),2,16.98
16-Jan-19,Order,111-2765319-1448237,3MM-2862(2),1,8.45
16-Jan-19,Order,111-7979133-9852238,MDL-NON80328,1,7.5
16-Jan-19,Order,113-8599027-7460233,3M-2113R,1,79
16-Jan-19,Order,111-1456706-5843415,3MM-2862(2),1,8.48
16-Jan-19,Order,111-7257776-5023406,3M-2863(2),1,10.4
16-Jan-19,Order,112-5667222-9987427,3MM-1626W,4,71.6
16-Jan-19,Order,111-5379831-9916205,MOL-1443-1,1,20.14
16-Jan-19,Order,114-3256906-3217856,MOL-281000,3,42
16-Jan-19,Order,114-3256906-3217856,MOL-281000,1,14
16-Jan-19,Order,114-3297183-7044239,3M-1539,1,16.68
16-Jan-19,Order,111-0221326-8776250,MDL-NON80328,1,7.5
16-Jan-19,Order,111-9805855-2085831,3MM-2560(100),1,13.6
16-Jan-19,Order,113-6622087-7023437,MDL-NON80328,1,7.5
16-Jan-19,Order,113-2232591-4694611,MDL-NON80328,1,7
16-Jan-19,Order,112-7630332-3901036,3MM-1626W-25 Pack,1,10.35
16-Jan-19,Order,112-3061838-0316226,3MM-1626W,2,35.8
16-Jan-19,Order,113-8702412-3909866,3MM-1626W(10),1,6.09
16-Jan-19,Order,113-8702412-3909866,3MM-1626W(10),1,6.09
16-Jan-19,Order,114-1369927-9301867,3MM-2560(100),1,13.6
16-Jan-19,Order,112-2268858-5468241,MDL-NON80328,1,7.5
16-Jan-19,Order,113-8277947-3793836,3MM-1626W,1,17.9
16-Jan-19,Order,112-0009192-2720263,3MM-1626W(10),1,6.09
16-Jan-19,Order,112-0009192-2720263,3MM-1626W(10),2,12.18
16-Jan-19,Order,112-1652865-8891435,MDL-NON80328,1,7.5
16-Jan-19,Order,113-5473864-5887419,3M-1539,1,16.68
16-Jan-19,Order,114-1095721-2230613,3M-1539,1,16.68
16-Jan-19,Order,114-0882466-5094639,3M-2863(2),1,10.4
16-Jan-19,Order,114-4662816-4628230,MOL-281000,1,14
16-Jan-19,Order,112-7802313-1127407,MDL-NON80328,1,7.5
16-Jan-19,Order,111-4820457-2922608,WEL-52432-U,1,33.5
16-Jan-19,Order,111-6811448-4517002,MDL-NON80328,1,7.5
16-Jan-19,Order,114-9495386-4137867,3MM-1626W(10),1,6.09
16-Jan-19,Order,112-6420616-6270646,MDL-NON80328,1,7.5
16-Jan-19,Order,113-6520975-8385841,MOL-1443-1,1,20.14
16-Jan-19,Order,111-1604335-2455414,MOL-281000,1,14
16-Jan-19,Order,113-4984319-2187421,MDL-NON80328,1,7.5
16-Jan-19,Order,114-1820438-2090657,3MM-2560(100),1,13.6
16-Jan-19,Order,112-9622606-5603414,3MM-2560(100),1,13.6
16-Jan-19,Order,112-2583221-4166640,MDL-NON80328,1,7
16-Jan-19,Order,111-8267986-9257855,MOL-281200-1,1,14
16-Jan-19,Order,111-5089076-3571428,3MM-2560(100),1,13.6
16-Jan-19,Refund,112-5300809-1695430,3MM-2862(2),1,-9.83
16-Jan-19,Order,112-0956336-0144253,3M-2863(2),1,10.4
16-Jan-19,Refund,111-4279799-4245816,MOL-1443-1,1,-20.14
16-Jan-19,Order,114-8393586-5874634,3MM-2560(50),1,7.75
16-Jan-19,Order,113-9850623-4589864,3M-2863(2),1,10.4
17-Jan-19,Order,112-8383161-0124242,MDL-NON80328,1,7
17-Jan-19,Order,112-9328534-8767407,3MM-1626W(10),1,6.09
17-Jan-19,Order,114-6570192-4595416,3MM-1626W,1,17.9
17-Jan-19,Order,114-6570192-4595416,3MM-1626W,1,17.9
17-Jan-19,Order,111-2824361-5568215,3MM-1626W(10),1,6.09
17-Jan-19,Order,111-6838644-7484256,3MM-1626W,1,17.9
17-Jan-19,Order,111-3176443-2834661,3MM-1626W,1,17.9
17-Jan-19,Order,112-6841555-6871409,MOL-281200-1,4,56
17-Jan-19,Order,114-4221314-9821000,WEL-52432-U,1,35
17-Jan-19,Order,113-2093018-5289005,3M-1539,1,16.68
17-Jan-19,Order,113-2576629-2626642,3M-1539,1,16.68
17-Jan-19,Order,112-3574024-6006608,3MM-2560(100),1,13.6
17-Jan-19,Order,114-7230575-3499417,3M-1539,1,16.68
17-Jan-19,Order,114-5629194-3747461,MDL-NON80328,1,7.5
17-Jan-19,Order,111-2328223-0778609,3MM-2560(100),1,13.6
17-Jan-19,Order,114-1059440-8442616,3M-2863(2),1,10.4
17-Jan-19,Adjustment,111-3660645-4942631,3MM-1527-2,1,0
17-Jan-19,Order,113-2895165-0324229,MDL-NON80328,1,7.5
17-Jan-19,Order,114-5120310-7203431,MDL-NON80328,1,7.5
17-Jan-19,Order,113-2282356-9859442,MDL-NON80328,1,7.32
17-Jan-19,Order,112-4345599-2845818,3M-2863(2),1,10.4
17-Jan-19,Order,111-3075796-4450615,3MM-1626W-25 Pack,1,10.35
17-Jan-19,Order,113-3719068-3620233,MDL-NON80328,1,7.5
17-Jan-19,Order,114-1046313-3831446,MOL-1437-1,1,29.44
17-Jan-19,Order,112-8397052-4745044,3MM-1626W,1,17.9
17-Jan-19,Order,114-9983885-8650620,3MM-1626W(10),1,6.09
17-Jan-19,Order,114-6648305-9888213,MDL-NON80328,1,7.5
17-Jan-19,Order,113-4302350-8137019,3MM-2862(2),3,25.35
17-Jan-19,Order,112-1643779-1273805,MDL-NON80328,1,7.5
17-Jan-19,Order,113-5835828-0189062,MOL-281200-1,1,14
17-Jan-19,Order,113-5835828-0189062,MOL-281200-1,5,70
17-Jan-19,Order,112-0286560-1505825,3MM-1626W,1,17.9
17-Jan-19,Order,112-3387377-4287422,MOL-1443-1,1,20.14
17-Jan-19,Order,111-6259648-0654635,MDL-NON80328,1,7.5
17-Jan-19,Order,113-9183352-1673066,MDL-NON80328,1,7.5
17-Jan-19,Order,113-6751682-2461808,MDL-NON80328,1,7.5
17-Jan-19,Order,112-0499820-3416203,3MM-2862(2),1,8.45
17-Jan-19,Order,111-2536301-2962643,3MM-2560(100),5,68.1
17-Jan-19,Order,113-9865581-5887429,MDL-NON80328,1,7.5
17-Jan-19,Order,114-4784525-8337001,MDL-NON80328,1,7.5
17-Jan-19,Order,112-5589136-5566613,3M-2113R,1,79
17-Jan-19,Order,111-9052143-1393016,MOL-1443-1,1,20.14
17-Jan-19,Order,114-7543273-7766635,MDL-NON80328,1,7.5
17-Jan-19,Order,111-5601742-0540216,3MM-1626W(10),1,6.09
